NR Number,Strain Name,Plate,Well,Gene Name,Gene Description,Accession Number,Plate 1,plate,underscore,location
NR-47335,NE792,3,C23,-,putative glycosyl transferase,SAUSA300_2583,B12,9,_,9_B12
NR-47336,NE793,3,E1,-,hypothetical protein,SAUSA300_1090,C1,9,_,9_C1
NR-47337,NE794,3,E3,,SIS domain protein,SAUSA300_0556,C2,9,_,9_C2
NR-47338,NE795,3,E5,-,hypothetical protein,SAUSA300_0049,C3,9,_,9_C3
NR-47339,NE796,3,E7,rpsT,30S ribosomal protein S20,SAUSA300_1545,C4,9,_,9_C4
NR-47340,NE797,3,E9,,conserved hypothetical protein,SAUSA300_2381,C5,9,_,9_C5
NR-47341,NE798,3,E11,-,ABC transporter ATP-binding protein,SAUSA300_0796,C6,9,_,9_C6
NR-47342,NE799,3,E13,alr2,alanine racemase,SAUSA300_1292,C7,9,_,9_C7
NR-47343,NE800,3,E15,-,putative surface anchored protein,SAUSA300_2581,C8,9,_,9_C8
NR-47344,NE801,3,E17,-,hypothetical protein,SAUSA300_0592,C9,9,_,9_C9
NR-47345,NE802,3,E19,-,putative deaminase,SAUSA300_0543,C10,9,_,9_C10
NR-47346,NE803,3,E21,cap5M,capsular polysaccharide biosynthesis protein Cap5M,SAUSA300_0164,C11,9,_,9_C11
NR-47347,NE804,3,E23,bglA,6-phospho-beta-glucosidase,SAUSA300_0260,C12,9,_,9_C12
NR-47348,NE805,3,G1,recA,recombinase A,SAUSA300_1178,D1,9,_,9_D1
NR-47349,NE806,3,G3,-,putative transposase,SAUSA300_0060,D2,9,_,9_D2
NR-47350,NE807,3,G5,-,hypothetical protein,SAUSA300_1658,D3,9,_,9_D3
NR-47351,NE808,3,G7,sdhB,succinate dehydrogenase iron-sulfur subunit,SAUSA300_1048,D4,9,_,9_D4
NR-47352,NE809,3,G9,-,hypothetical protein,SAUSA300_1214,D5,9,_,9_D5
NR-47353,NE810,3,G11,-,D-serine/D-alanine/glycine transporter,SAUSA300_1642,D6,9,_,9_D6
NR-47354,NE811,3,G13,-,hypothetical protein,SAUSA300_1206,D7,9,_,9_D7
NR-47355,NE812,3,G15,-,hypothetical protein,SAUSA300_0299,D8,9,_,9_D8
NR-47356,NE813,3,G17,nixA,high-affinity nickel-transporter,SAUSA300_2630,D9,9,_,9_D9
NR-47357,NE814,3,G19,-,FAD/NAD(P)-binding Rossmann fold superfamily protein,SAUSA300_0394,D10,9,_,9_D10
NR-47358,NE815,3,G21,cap5K,capsular polysaccharide biosynthesis protein Cap5K,SAUSA300_0162,D11,9,_,9_D11
NR-47359,NE816,3,G23,lacA,galactose-6-phosphate isomerase subunit LacA,SAUSA300_2155,D12,9,_,9_D12
NR-47360,NE817,3,I1,-,hypothetical protein,SAUSA300_2624,E1,9,_,9_E1
NR-47361,NE818,3,I3,-,ABC transporter permease,SAUSA300_0176,E2,9,_,9_E2
NR-47362,NE819,3,I5,-,hypothetical protein,SAUSA300_1607,E3,9,_,9_E3
NR-47363,NE820,3,I7,-,sensor histidine kinase,SAUSA300_2309,E4,9,_,9_E4
NR-47364,NE821,3,I9,pabA,"para-aminobenzoate synthase, glutamine amidotransferase, component II",SAUSA300_0698,E5,9,_,9_E5
NR-47365,NE822,3,I11,-,RluA family pseudouridine synthase,SAUSA300_0909,E6,9,_,9_E6
NR-47366,NE823,3,I13,vraS,two-component sensor histidine kinase,SAUSA300_1866,E7,9,_,9_E7
NR-47367,NE824,3,I15,-,single-strand binding protein,SAUSA300_1958,E8,9,_,9_E8
NR-47368,NE825,3,I17,-,putative cell wall surface anchor family protein,SAUSA300_2436,E9,9,_,9_E9
NR-47369,NE826,3,I19,cap5H,capsular polysaccharide biosynthesis protein Cap5H,SAUSA300_0159,E10,9,_,9_E10
NR-47370,NE827,3,I21,hisIE,ctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase pr,SAUSA300_2605,E11,9,_,9_E11
NR-47371,NE828,3,I23,-,hypothetical protein,SAUSA300_1916,E12,9,_,9_E12
NR-47372,NE829,3,K1,-,cobalt transport family protein,SAUSA300_2174,F1,9,_,9_F1
NR-47373,NE830,3,K3,-,hypothetical protein,SAUSA300_0127,F2,9,_,9_F2
NR-47374,NE831,3,K5,-,aldo/keto reductase family protein,SAUSA300_2159,F3,9,_,9_F3
NR-47375,NE832,3,K7,-,ComE operon protein 1,SAUSA300_1549,F4,9,_,9_F4
NR-47376,NE833,3,K9,-,hypothetical protein,SAUSA300_1671,F5,9,_,9_F5
NR-47377,NE834,3,K11,cbiO,cobalt transporter ATP-binding subunit,SAUSA300_2175,F6,9,_,9_F6
NR-47378,NE835,3,K13,fruB,fructose 1-phosphate kinase,SAUSA300_0684,F7,9,_,9_F7
NR-47379,NE836,3,K15,-,NLPA lipoprotein,SAUSA300_0437,F8,9,_,9_F8
NR-47380,NE837,3,K17,-,putative transcriptional regulator,SAUSA300_2106,F9,9,_,9_F9
NR-47381,NE838,3,K19,yfiA,ribosomal subunit interface protein,SAUSA300_0736,F10,9,_,9_F10
NR-47382,NE839,3,K21,-,methicillin-resistance MecR1 regulatory protein,SAUSA300_0033,F11,9,_,9_F11
NR-47383,NE840,3,K23,-,hypothetical protein,SAUSA300_1353,F12,9,_,9_F12
NR-47384,NE841,3,M1,-,hypothetical protein,SAUSA300_0932,G1,9,_,9_G1
NR-47385,NE842,3,M3,-,hypothetical protein,SAUSA300_1354,G2,9,_,9_G2
NR-47386,NE843,3,M5,serA,D-3-phosphoglycerate dehydrogenase,SAUSA300_1670,G3,9,_,9_G3
NR-47387,NE844,3,M7,-,ABC transporter ATP-binding protein,SAUSA300_0670,G4,9,_,9_G4
NR-47388,NE845,3,M9,-,hypothetical protein,SAUSA300_0052,G5,9,_,9_G5
NR-47389,NE846,3,M11,-,putative monovalent cation/H+ antiporter subunit F,SAUSA300_0615,G6,9,_,9_G6
NR-47390,NE847,3,M13,ctpA,carboxyl-terminal protease,SAUSA300_1313,G7,9,_,9_G7
NR-47391,NE848,3,M15,-,hypothetical protein,SAUSA300_1660,G8,9,_,9_G8
NR-47392,NE849,3,M17,-,hypothetical protein,SAUSA300_0232,G9,9,_,9_G9
NR-47393,NE850,3,M19,-,hypothetical protein,SAUSA300_0575,G10,9,_,9_G10
NR-47394,NE851,3,M21,-,hypothetical protein,SAUSA300_0833,G11,9,_,9_G11
NR-47395,NE852,3,M23,-,4-oxalocrotonate tautomerase,SAUSA300_1258,G12,9,_,9_G12
NR-47396,NE853,3,O1,-,hypothetical protein,SAUSA300_0578,H1,9,_,9_H1
NR-47397,NE854,3,O3,-,membrane spanning protein,SAUSA300_2454,H2,9,_,9_H2
NR-47398,NE855,3,O5,-,hypothetical protein,SAUSA300_1706,H3,9,_,9_H3
NR-47399,NE856,3,O7,treC,"alpha,alpha-phosphotrehalase",SAUSA300_0449,H4,9,_,9_H4
NR-47400,NE857,3,O9,nirB,"nitrite reductase [NAD(P)H], large subunit",SAUSA300_2346,H5,9,_,9_H5
NR-47401,NE858,3,O11,mreD,rod shape-determining protein MreD,SAUSA300_1604,H6,9,_,9_H6
NR-47402,NE859,3,O13,,conserved hypothetical protein,SAUSA300_2629,H7,9,_,9_H7
NR-47403,NE860,3,O15,-,phage helicase,SAUSA300_1408,H8,9,_,9_H8
NR-47404,NE861,3,O17,acnA,aconitate hydratase,SAUSA300_1246,H9,9,_,9_H9
NR-47405,NE862,3,O19,,conserved hypothetical protein,SAUSA300_2420,H10,9,_,9_H10
NR-47406,NE863,3,O21,rpsN,30S ribosomal protein S14,SAUSA300_1234,H11,9,_,9_H11
NR-47407,NE864,3,O23,-,putative maltose ABC transporter ATP-binding protein,SAUSA300_0208,H12,9,_,9_H12
,,,,,,,Plate 10,,_,_Plate 10
NR-47408,NE865,3,B1,lepA,GTP-binding protein LepA,SAUSA300_1544,A1,10,_,10_A1
NR-47409,NE866,3,B3,,AcrB/AcrD/AcrF family protein,SAUSA300_2213,A2,10,_,10_A2
NR-47410,NE867,3,B5,-,tetrapyrrole methylase family protein,SAUSA300_0483,A3,10,_,10_A3
NR-47411,NE868,3,B7,-,hypothetical protein,SAUSA300_2382,A4,10,_,10_A4
NR-47412,NE869,3,B9,-,iron compound ABC transporter permease,SAUSA300_2135,A5,10,_,10_A5
NR-47413,NE870,3,B11,opp-3C,"oligopeptide permease, channel-forming protein",SAUSA300_0075,A6,10,_,10_A6
NR-47414,NE871,3,B13,-,integrase/recombinase,SAUSA300_2636,A7,10,_,10_A7
NR-47415,NE872,3,B15,-,AraC family transcriptional regulator,SAUSA300_0653,A8,10,_,10_A8
NR-47416,NE873,3,B17,agrC,accessory gene regulator protein C,SAUSA300_1991,A9,10,_,10_A9
NR-47417,NE874,3,B19,-,hypothetical protein,SAUSA300_1085,A10,10,_,10_A10
NR-47418,NE875,3,B21,leuC,isopropylmalate isomerase large subunit,SAUSA300_2012,A11,10,_,10_A11
NR-47419,NE876,3,B23,-,hypothetical protein,SAUSA300_0057,A12,10,_,10_A12
NR-47420,NE877,3,D1,-,hypothetical protein,SAUSA300_0584,B1,10,_,10_B1
NR-47421,NE878,3,D3,,conserved hypothetical protein,SAUSA300_0282,B2,10,_,10_B2
NR-47422,NE879,3,D5,-,glycine dehydrogenase subunit 1,SAUSA300_1497,B3,10,_,10_B3
NR-47423,NE880,3,D7,-,acetyltransferase,SAUSA300_2232,B4,10,_,10_B4
NR-47424,NE881,3,D9,htrA,serine protease,SAUSA300_0923,B5,10,_,10_B5
NR-47425,NE882,3,D11,-,hypothetical protein,SAUSA300_0197,B6,10,_,10_B6
NR-47426,NE883,3,D13,xerC,tyrosine recombinase xerC,SAUSA300_1145,B7,10,_,10_B7
NR-47427,NE884,3,D15,-,oligopeptide ABC transporter permease,SAUSA300_2409,B8,10,_,10_B8
NR-47428,NE885,3,D17,-,"pyruvate ferredoxin oxidoreductase, alpha subunit",SAUSA300_1182,B9,10,_,10_B9
NR-47429,NE886,3,D19,thrC,threonine synthase,SAUSA300_1227,B10,10,_,10_B10
NR-47430,NE887,3,D21,-,hypothetical protein,SAUSA300_1366,B11,10,_,10_B11
NR-47431,NE888,3,D23,ung,uracil-DNA glycosylase,SAUSA300_0563,B12,10,_,10_B12
NR-47432,NE889,3,F1,putP,high affinity proline permease,SAUSA300_1883,C1,10,_,10_C1
NR-47433,NE890,3,F3,-,hypothetical protein,SAUSA300_2560,C2,10,_,10_C2
NR-47434,NE891,3,F5,-,sodium transport family protein,SAUSA300_0924,C3,10,_,10_C3
NR-47435,NE892,3,F7,leuD,isopropylmalate isomerase small subunit,SAUSA300_2013,C4,10,_,10_C4
NR-47436,NE893,3,F9,-,hypothetical protein,SAUSA300_0041,C5,10,_,10_C5
NR-47437,NE894,3,F11,lacC,tagatose-6-phosphate kinase,SAUSA300_2153,C6,10,_,10_C6
NR-47438,NE895,3,F13,-,Orn/Lys/Arg decarboxylase,SAUSA300_0458,C7,10,_,10_C7
NR-47439,NE896,3,F15,-,hypothetical protein,SAUSA300_0903,C8,10,_,10_C8
NR-47440,NE897,3,F17,miaA,tRNA delta(2)-isopentenylpyrophosphate transferase,SAUSA300_1195,C9,10,_,10_C9
NR-47441,NE898,3,F19,-,phiSLT ORF387-like protein,SAUSA300_1401,C10,10,_,10_C10
NR-47442,NE899,3,F21,-,hypothetical protein,SAUSA300_2321,C11,10,_,10_C11
NR-47443,NE900,3,F23,-,hypothetical protein,SAUSA300_2031,C12,10,_,10_C12
NR-47444,NE901,3,H1,-,putative drug transporter,SAUSA300_0268,D1,10,_,10_D1
NR-47445,NE902,3,H3,-,phiPVL ORF046-like protein,SAUSA300_1957,D2,10,_,10_D2
NR-47446,NE903,3,H5,-,short chain dehydrogenase/reductase family oxidoreductase,SAUSA300_1451,D3,10,_,10_D3
NR-47447,NE904,3,H7,-,putative lipoprotein,SAUSA300_0290,D4,10,_,10_D4
NR-47448,NE905,3,H9,-,hypothetical protein,SAUSA300_0469,D5,10,_,10_D5
NR-47449,NE906,3,H11,-,putative transposase,SAUSA300_1732,D6,10,_,10_D6
NR-47450,NE907,3,H13,-,hypothetical protein,SAUSA300_1868,D7,10,_,10_D7
NR-47451,NE908,3,H15,-,hypothetical protein,SAUSA300_1892,D8,10,_,10_D8
NR-47452,NE909,3,H17,aroD,3-dehydroquinate dehydratase,SAUSA300_0787,D9,10,_,10_D9
NR-47453,NE910,3,H19,-,IS200 family transposase,SAUSA300_1309,D10,10,_,10_D10
NR-47454,NE911,3,H21,ahpC,alkyl hydroperoxide reductase subunit C,SAUSA300_0380,D11,10,_,10_D11
NR-47455,NE912,3,H23,clpP,ATP-dependent Clp protease proteolytic subunit,SAUSA300_0752,D12,10,_,10_D12
NR-47456,NE913,3,J1,deoC,deoxyribose-phosphate aldolase,SAUSA300_2090,E1,10,_,10_E1
NR-47457,NE914,3,J3,tig,trigger factor,SAUSA300_1622,E2,10,_,10_E2
NR-47458,NE915,3,J5,-,BglG family transcriptional antiterminator,SAUSA300_2575,E3,10,_,10_E3
NR-47459,NE916,3,J7,-,phosphoglucomutase/phosphomannomutase family protein,SAUSA300_2433,E4,10,_,10_E4
NR-47460,NE917,3,J9,-,phiSLT ORF204-like protein,SAUSA300_1437,E5,10,_,10_E5
NR-47461,NE918,3,J11,-,phi77 ORF006-like protein capsid protein,SAUSA300_1938,E6,10,_,10_E6
NR-47462,NE919,3,J13,-,acetyltransferase,SAUSA300_0451,E7,10,_,10_E7
NR-47463,NE920,3,J15,-,hypothetical protein,SAUSA300_0856,E8,10,_,10_E8
NR-47464,NE921,3,J17,-,glutamyl-aminopeptidase,SAUSA300_1691,E9,10,_,10_E9
NR-47465,NE922,3,J19,-,HPCH/HPAI aldolase family protein,SAUSA300_0124,E10,10,_,10_E10
NR-47466,NE923,3,J21,-,hypothetical protein,SAUSA300_2286,E11,10,_,10_E11
NR-47467,NE924,3,J23,sun,ribosomal RNA small subunit methyltransferase B,SAUSA300_1110,E12,10,_,10_E12
NR-47468,NE925,3,L1,-,superantigen-like protein 7,SAUSA300_0401,F1,10,_,10_F1
NR-47469,NE926,3,L3,-,putative lipoprotein,SAUSA300_1106,F2,10,_,10_F2
NR-47470,NE927,3,L5,-,hypothetical protein,SAUSA300_0326,F3,10,_,10_F3
NR-47471,NE928,3,L7,-,putative iron compound ABC transporter iron compound-binding protein,SAUSA300_0598,F4,10,_,10_F4
NR-47472,NE929,3,L9,mtlF,"PTS system, mannitol specific IIBC component",SAUSA300_2105,F5,10,_,10_F5
NR-47473,NE930,3,L11,rocD,ornithine--oxo-acid transaminase,SAUSA300_0860,F6,10,_,10_F6
NR-47474,NE931,3,L13,-,ABC transporter permease,SAUSA300_0308,F7,10,_,10_F7
NR-47475,NE932,3,L15,,5' nucleotidase family protein,SAUSA300_0147,F8,10,_,10_F8
NR-47476,NE933,3,L17,-,iron compound ABC transporter iron compound-binding protein,SAUSA300_2235,F9,10,_,10_F9
NR-47477,NE934,3,L19,,cysteine protease precursor,SAUSA300_0950,F10,10,_,10_F10
NR-47478,NE935,3,L21,cidB,hypothetical protein,SAUSA300_2478,F11,10,_,10_F11
NR-47479,NE936,3,L23,-,RNA methyltransferase,SAUSA300_0517,F12,10,_,10_F12
NR-47480,NE937,3,N1,-,PfkB family kinase,SAUSA300_1993,G1,10,_,10_G1
NR-47481,NE938,3,N3,-,tandem lipoprotein,SAUSA300_0413,G2,10,_,10_G2
NR-47482,NE939,3,N5,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SAUSA300_2078,G3,10,_,10_G3
NR-47483,NE940,3,N7,-,"phiSLT ORF412-like protein, portal protein",SAUSA300_1403,G4,10,_,10_G4
NR-47484,NE941,3,N9,-,acetyltransferase family protein,SAUSA300_2492,G5,10,_,10_G5
NR-47485,NE942,3,N11,-,"glycosyl transferase, group 2 family protein",SAUSA300_0252,G6,10,_,10_G6
NR-47486,NE943,3,N13,-,hypothetical protein,SAUSA300_0178,G7,10,_,10_G7
NR-47487,NE944,3,N15,metE,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,SAUSA300_0357,G8,10,_,10_G8
NR-47488,NE945,3,N17,brnQ,branched-chain amino acid transport system II carrier protein,SAUSA300_0188,G9,10,_,10_G9
NR-47489,NE946,3,N19,-,CsbD-like superfamily protein,SAUSA300_0816,G10,10,_,10_G10
NR-47490,NE947,3,N21,-,hypothetical protein,SAUSA300_1042,G11,10,_,10_G11
NR-47491,NE948,3,N23,-,hypothetical protein,SAUSA300_0349,G12,10,_,10_G12
NR-47492,NE949,3,P1,hsdM,"type I restriction-modification system, M subunit",SAUSA300_1752,H1,10,_,10_H1
NR-47493,NE950,3,P3,,phosphoribosylaminoimidazole-succinocarboxamide synthase,SAUSA300_0968,H2,10,_,10_H2
NR-47494,NE951,3,P5,-,putative abrB protein,SAUSA300_1613,H3,10,_,10_H3
NR-47495,NE952,3,P7,gntP,gluconate permease,SAUSA300_2442,H4,10,_,10_H4
NR-47496,NE953,3,P9,-,hypothetical protein,SAUSA300_0770,H5,10,_,10_H5
NR-47497,NE954,3,P11,-,hypothetical protein,SAUSA300_2327,H6,10,_,10_H6
NR-47498,NE955,3,P13,narI,"respiratory nitrate reductase, gamma subunit",SAUSA300_2340,H7,10,_,10_H7
NR-47499,NE956,3,P15,-,CBS domain-containing protein,SAUSA300_1524,H8,10,_,10_H8
NR-47500,NE957,3,P17,-,NADH-dependent FMN reductase,SAUSA300_0340,H9,10,_,10_H9
NR-47501,NE958,3,P19,-,two-component response regulator,SAUSA300_0255,H10,10,_,10_H10
NR-47502,NE959,3,P21,,exonuclease SbcD,SAUSA300_1242,H11,10,_,10_H11
NR-47503,NE960,3,P23,-,alpha/beta fold family hydrolase,SAUSA300_0601,H12,10,_,10_H12
,,,,,,,Plate 11,,_,_Plate 11
NR-47504,NE961,3,A2,opuCc,glycine betaine/carnitine/choline ABC transporter,SAUSA300_2391,A1,11,_,11_A1
NR-47505,NE962,3,A4,-,GGDEF domain-containing protein,SAUSA300_0730,A2,11,_,11_A2
NR-47506,NE963,3,A6,-,hypothetical protein,SAUSA300_1859,A3,11,_,11_A3
NR-47507,NE964,3,A8,-,4'-phosphopantetheinyl transferase superfamily protein,SAUSA300_0182,A4,11,_,11_A4
NR-47508,NE965,3,A10,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,SAUSA300_1363,A5,11,_,11_A5
NR-47509,NE966,3,A12,-,hypothetical protein,SAUSA300_0848,A6,11,_,11_A6
NR-47510,NE967,3,A14,-,Na+/H+ antiporter family protein,SAUSA300_0846,A7,11,_,11_A7
NR-47511,NE968,3,A16,-,hypothetical protein,SAUSA300_0327,A8,11,_,11_A8
NR-47512,NE969,3,A18,,sodium:solute symporter family protein,SAUSA300_0314,A9,11,_,11_A9
NR-47513,NE970,3,A20,,M23/M37 peptidase domain protein,SAUSA300_2162,A10,11,_,11_A10
NR-47514,NE971,3,A22,,amino acid/peptide transporter (Peptide:H+ symporter),SAUSA300_0712,A11,11,_,11_A11
NR-47515,NE972,3,A24,recQ,ATP-dependent DNA helicase RecQ,SAUSA300_0705,A12,11,_,11_A12
NR-47516,NE973,3,C2,,putative staphyloxanthin biosynthesis protein,SAUSA300_0277,B1,11,_,11_B1
NR-47517,NE974,3,C4,mutS,DNA mismatch repair protein mutS,SAUSA300_1188,B2,11,_,11_B2
NR-47518,NE975,3,C6,,accessory secretory protein Asp2,SAUSA300_2586,B3,11,_,11_B3
NR-47519,NE976,3,C8,clpB,Chaperone clpB,SAUSA300_0877,B4,11,_,11_B4
NR-47520,NE977,3,C10,,"putative ABC transporter, ATP-binding protein",SAUSA300_1852,B5,11,_,11_B5
NR-47521,NE978,3,C12,pyrD,dihydroorotate dehydrogenase,SAUSA300_2526,B6,11,_,11_B6
NR-47522,NE979,3,C14,,sugar efflux transporter,SAUSA300_0659,B7,11,_,11_B7
NR-47523,NE980,3,C16,-,putative zinc-binding dehydrogenase,SAUSA300_2317,B8,11,_,11_B8
NR-47524,NE981,3,C18,-,"aminotransferase, class I",SAUSA300_2497,B9,11,_,11_B9
NR-47525,NE982,3,C20,hsdS,"type I restriction-modification enzyme, S subunit",SAUSA300_1751,B10,11,_,11_B10
NR-47526,NE983,3,C22,-,glucose 1-dehydrogenase-like protein,SAUSA300_2416,B11,11,_,11_B11
NR-47527,NE984,3,C24,-,hypothetical protein,SAUSA300_0667,B12,11,_,11_B12
NR-47528,NE985,3,E2,-,hypothetical protein,SAUSA300_0408,C1,11,_,11_C1
NR-47529,NE986,3,E4,-,hypothetical protein,SAUSA300_2412,C2,11,_,11_C2
NR-47530,NE987,3,E6,ssaA,secretory antigen precursor SsaA,SAUSA300_2249,C3,11,_,11_C3
NR-47531,NE988,3,E8,-,hypothetical protein,SAUSA300_0383,C4,11,_,11_C4
NR-47532,NE989,3,E10,-,hypothetical protein,SAUSA300_0084,C5,11,_,11_C5
NR-47533,NE990,3,E12,-,hypothetical protein,SAUSA300_0126,C6,11,_,11_C6
NR-47534,NE991,3,E14,-,uroporphyrin-III C-methyl transferase,SAUSA300_2344,C7,11,_,11_C7
NR-47535,NE992,3,E16,-,"PTS system, sorbitol-specific IIC component",SAUSA300_0241,C8,11,_,11_C8
NR-47536,NE993,3,E18,-,putative hemolysin III,SAUSA300_2129,C9,11,_,11_C9
NR-47537,NE994,3,E20,-,hypothetical protein,SAUSA300_2622,C10,11,_,11_C10
NR-47538,NE995,3,E22,yajC,preprotein translocase subunit YajC,SAUSA300_1594,C11,11,_,11_C11
NR-47539,NE996,3,E24,-,putative transport protein,SAUSA300_2397,C12,11,_,11_C12
NR-47540,NE997,3,G2,-,HemK family modification methylase,SAUSA300_2071,D1,11,_,11_D1
NR-47541,NE998,3,G4,-,HAD superfamily hydrolase,SAUSA300_1229,D2,11,_,11_D2
NR-47542,NE999,3,G6,-,6-carboxyhexanoate--CoA ligase,SAUSA300_2369,D3,11,_,11_D3
NR-47543,NE1000,3,G8,-,putative monovalent cation/H+ antiporter subunit C,SAUSA300_0612,D4,11,_,11_D4
NR-47544,NE1001,3,G10,-,GntR family transcriptional regulator,SAUSA300_0258,D5,11,_,11_D5
NR-47545,NE1002,3,G12,set7,superantigen-like protein,SAUSA300_0396,D6,11,_,11_D6
NR-47546,NE1003,3,G14,mqo,malate:quinone oxidoreductase,SAUSA300_2312,D7,11,_,11_D7
NR-47547,NE1004,3,G16,-,hypothetical protein,SAUSA300_0027,D8,11,_,11_D8
NR-47548,NE1005,3,G18,-,hypothetical protein,SAUSA300_2543,D9,11,_,11_D9
NR-47549,NE1006,3,G20,-,hypothetical protein,SAUSA300_0702,D10,11,_,11_D10
NR-47550,NE1007,3,G22,-,putative proline/betaine transporter,SAUSA300_0558,D11,11,_,11_D11
NR-47551,NE1008,3,G24,sdaAB,"L-serine dehydratase, iron-sulfur-dependent, beta subunit",SAUSA300_2470,D12,11,_,11_D12
NR-47552,NE1009,3,I2,-,hypothetical protein,SAUSA300_0567,E1,11,_,11_E1
NR-47553,NE1010,3,I4,-,hypothetical protein,SAUSA300_2378,E2,11,_,11_E2
NR-47554,NE1011,3,I6,-,hypothetical protein,SAUSA300_0173,E3,11,_,11_E3
NR-47555,NE1012,3,I8,rexB,exonuclease RexB,SAUSA300_0869,E4,11,_,11_E4
NR-47556,NE1013,3,I10,-,hypothetical protein,SAUSA300_0826,E5,11,_,11_E5
NR-47557,NE1014,3,I12,-,putative lipoprotein,SAUSA300_0175,E6,11,_,11_E6
NR-47558,NE1015,3,I14,-,formate/nitrite transporter family protein,SAUSA300_0305,E7,11,_,11_E7
NR-47559,NE1016,3,I16,-,acetyltransferase,SAUSA300_0785,E8,11,_,11_E8
NR-47560,NE1017,3,I18,-,hypothetical protein,SAUSA300_1352,E9,11,_,11_E9
NR-47561,NE1018,3,I20,-,hypothetical protein,SAUSA300_1479,E10,11,_,11_E10
NR-47562,NE1019,3,I22,epiP,lantibiotic epidermin leader peptide processing serine protease EpiP,SAUSA300_1763,E11,11,_,11_E11
NR-47563,NE1020,3,I24,,conserved hypothetical protein,SAUSA300_1031,E12,11,_,11_E12
NR-47564,NE1021,3,K2,cap5F,capsular polysaccharide biosynthesis protein Cap5F,SAUSA300_0157,F1,11,_,11_F1
NR-47565,NE1022,3,K4,fmt,fmt protein,SAUSA300_0959,F2,11,_,11_F2
NR-47566,NE1023,3,K6,ptsI,phosphoenolpyruvate-protein phosphotransferase,SAUSA300_0984,F3,11,_,11_F3
NR-47567,NE1024,3,K8,-,"phiSLT ORF 563-like protein, terminase, large subunit",SAUSA300_1404,F4,11,_,11_F4
NR-47568,NE1025,3,K10,,integral membrane protein,SAUSA300_0729,F5,11,_,11_F5
NR-47569,NE1026,3,K12,-,hypothetical protein,SAUSA300_1298,F6,11,_,11_F6
NR-47570,NE1027,3,K14,-,phiSLT ORF153-like protein,SAUSA300_1435,F7,11,_,11_F7
NR-47571,NE1028,3,K16,-,endonuclease IV,SAUSA300_1517,F8,11,_,11_F8
NR-47572,NE1029,3,K18,,conserved hypothetical protein,SAUSA300_1780,F9,11,_,11_F9
NR-47573,NE1030,3,K20,rarD,RarD protein,SAUSA300_2628,F10,11,_,11_F10
NR-47574,NE1031,3,K22,sbnC,IucC family siderophore biosynthesis protein,SAUSA300_0120,F11,11,_,11_F11
NR-47575,NE1032,3,K24,-,cell wall surface anchor family protein,SAUSA300_0136,F12,11,_,11_F12
NR-47576,NE1033,3,M2,,putative membrane protein,SAUSA300_2466,G1,11,_,11_G1
NR-47577,NE1034,3,M4,norA,multi drug resistance protein,SAUSA300_0680,G2,11,_,11_G2
NR-47578,NE1035,3,M6,ssaA,secretory antigen precursor SsaA,SAUSA300_2253,G3,11,_,11_G3
NR-47579,NE1036,3,M8,-,putative AMP-binding enzyme,SAUSA300_2542,G4,11,_,11_G4
NR-47580,NE1037,3,M10,-,N-acetylmannosamine-6-phosphate 2-epimerase,SAUSA300_0318,G5,11,_,11_G5
NR-47581,NE1038,3,M12,hisC,histidinol-phosphate aminotransferase hisC,SAUSA300_2610,G6,11,_,11_G6
NR-47582,NE1039,3,M14,-,hypothetical protein,SAUSA300_0312,G7,11,_,11_G7
NR-47583,NE1040,3,M16,mutY,A/G-specific adenine glycosylase,SAUSA300_1849,G8,11,_,11_G8
NR-47584,NE1041,3,M18,-,putative drug transporter,SAUSA300_2217,G9,11,_,11_G9
NR-47585,NE1042,3,M20,-,hypothetical protein,SAUSA300_2529,G10,11,_,11_G10
NR-47586,NE1043,3,M22,-,hypothetical protein,SAUSA300_2585,G11,11,_,11_G11
NR-47587,NE1044,3,M24,-,hypothetical protein,SAUSA300_0980,G12,11,_,11_G12
NR-47588,NE1045,3,O2,-,hypothetical protein,SAUSA300_1550,H1,11,_,11_H1
NR-47589,NE1046,3,O4,fdhD,formate dehydrogenase accessory protein,SAUSA300_2231,H2,11,_,11_H2
NR-47590,NE1047,3,O6,arcB,ornithine carbamoyltransferase,SAUSA300_0062,H3,11,_,11_H3
NR-47591,NE1048,3,O8,pyrP,uracil permease,SAUSA300_1092,H4,11,_,11_H4
NR-47592,NE1049,3,O10,atpD,F0F1 ATP synthase subunit beta,SAUSA300_2058,H5,11,_,11_H5
NR-47593,NE1050,3,O12,-,acetoin reductase,SAUSA300_0129,H6,11,_,11_H6
NR-47594,NE1051,3,O14,-,hypothetical protein,SAUSA300_0778,H7,11,_,11_H7
NR-47595,NE1052,3,O16,-,peptide ABC transporter permease,SAUSA300_1275,H8,11,_,11_H8
NR-47596,NE1053,3,O18,-,putative sensor histidine kinase,SAUSA300_1799,H9,11,_,11_H9
NR-47597,NE1054,3,O20,-,hypothetical protein,SAUSA300_2419,H10,11,_,11_H10
NR-47598,NE1055,3,O22,tagX,teichoic acid biosynthesis protein X,SAUSA300_0627,H11,11,_,11_H11
