PA14 NR Set Plate (PO_PlateLabel96),PA14 NR Set Well (PO_PlateLocation96ADD),Parental Library Source Plate (WOR_PlateLabel),Parental Library Source Plate Well (WOR_PlateWellPosition),MutantID,PA14 Genomic Position,PA14 Genome BLASTN Bit Score,Unambiguous Insertion Location?,Locus Tag,"""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)",All Predicted GeneIDs,PAO1 Orthologs,PA14 NR Set Comments,library_position
PAMr_nr_mas_12_1,D12,PA14_MrT7_487wor,B2,46670,6049076,258,Y,PA14_67720,GID4359,185,492,PA5128,secB,secretion protein SecB,"PA14_67720(185/492), PA14_67730*(254/468)","GID4359, GID5271",PA5128,,PAMr_nr_mas_12_1D12
PAMr_nr_mas_12_1,E1,PA14_MrT7_487wor,B10,46678,5995921,730,Y,PA14_67170,GID2360,956,957,PA5085,,putative LysR-family transcriptional regulator,"PA14_67170(956/957), PA14_67160*(5/1245)","GID2360, GID6850",PA5085,,PAMr_nr_mas_12_1E1
PAMr_nr_mas_12_1,E2,PA14_MrT7_487wor,C6,46686,5258083,434,Y,PA14_59000,GID4176,448,528,,RL108,Conserved hypothetical protein,PA14_59000(448/528),GID4176,,,PAMr_nr_mas_12_1E2
PAMr_nr_mas_12_1,E3,PA14_MrT7_487wor,C12,46692,2185132,240,Y,PA14_24990,GID4809,277,387,PA3021,,conserved hypothetical protein,PA14_24990(277/387),GID4809,PA3021,,PAMr_nr_mas_12_1E3
PAMr_nr_mas_12_1,E4,PA14_MrT7_487wor,D5,46697,5820988,613,Y,PA14_65320,GID2284,125,972,PA4945,miaA,delta 2-isopentenylpyrophosphate transferase,PA14_65320(125/972),GID2284,PA4945,,PAMr_nr_mas_12_1E4
PAMr_nr_mas_12_1,E5,PA14_MrT7_487wor,H10,46750,5043743,731,Y,PA14_56570,GID3109,649,777,PA4351,,putative acyltransferase,"PA14_56570(649/777), PA14_56580*(575/1587)","GID3109, GID6643",PA4351,,PAMr_nr_mas_12_1E5
PAMr_nr_mas_12_1,E6,PA14_MrT7_488wor,A3,46755,2819374,454,Y,PA14_32410,GID3065,380,915,,mexT,putative transcriptional regulator MexT,PA14_32410(380/915),GID3065,,,PAMr_nr_mas_12_1E6
PAMr_nr_mas_12_1,E7,PA14_MrT7_488wor,A9,46761,499548,539,Y,PA14_05630,GID4559,394,435,PA0433,,conserved hypothetical protein,PA14_05630(394/435),GID4559,PA0433,,PAMr_nr_mas_12_1E7
PAMr_nr_mas_12_1,E8,PA14_MrT7_488wor,A12,46764,3910964,1261,Y,,,,,,,,PA14_43930*(117/177),GID5740,,,PAMr_nr_mas_12_1E8
PAMr_nr_mas_12_1,E9,PA14_MrT7_488wor,B2,46766,2746629,262,Y,PA14_31610,GID1938,242,1044,PA2549,,"putative membrane protein, TerC family","PA14_31610(242/1044), PA14_31590*(276/1395)","GID1938, GID6054",PA2549,,PAMr_nr_mas_12_1E9
PAMr_nr_mas_12_1,E10,PA14_MrT7_488wor,E8,46808,926602,1227,Y,PA14_10750,GID1694,170,1191,PA4113,,putative MFS transporter,PA14_10750(170/1191),GID1694,PA4113,,PAMr_nr_mas_12_1E10
PAMr_nr_mas_12_1,E11,PA14_MrT7_488wor,E9,46809,2554863,325,Y,,,,,,,,PA14_29450*(82/1740),GID6130,,,PAMr_nr_mas_12_1E11
PAMr_nr_mas_12_1,E12,PA14_MrT7_488wor,F3,46815,933699,400,Y,PA14_10790,GID1496,126,1194,PA4110,ampC,cephalosporinase,PA14_10790(126/1194),GID1496,PA4110,,PAMr_nr_mas_12_1E12
PAMr_nr_mas_12_1,F1,PA14_MrT7_488wor,F6,46818,4308926,210,Y,PA14_48460,GID4463,84,1113,,,probable polyamine binding/transport protein,PA14_48460(84/1113),GID4463,,,PAMr_nr_mas_12_1F1
PAMr_nr_mas_12_1,F2,PA14_MrT7_488wor,F7,46819,3931624,634,Y,PA14_44180,GID2828,314,882,PA1570,,"putative transcriptional regulator, lysR family",PA14_44180(314/882),GID2828,PA1570,,PAMr_nr_mas_12_1F2
PAMr_nr_mas_12_1,F3,PA14_MrT7_488wor,G5,46829,3955380,517,Y,PA14_44420,GID809,1196,1416,PA1551,,putative ferredoxin,"PA14_44420(1196/1416), PA14_44410*(179/1485)","GID809, GID5730",PA1551,,PAMr_nr_mas_12_1F3
PAMr_nr_mas_12_1,F4,PA14_MrT7_489wor,B3,46863,4208893,81.8,Y,PA14_47240,GID3773,15,615,PA1315,,putative transcriptional regulator,PA14_47240(15/615),GID3773,PA1315,,PAMr_nr_mas_12_1F4
PAMr_nr_mas_12_1,F5,PA14_MrT7_489wor,C7,46879,1096904,353,Y,PA14_12810,GID1598,30,1179,PA3947,,probable two-component response regulator,"PA14_12810(30/1179), PA14_12800*(1123/1365)","GID1598, GID6526",PA3947,,PAMr_nr_mas_12_1F5
PAMr_nr_mas_12_1,F6,PA14_MrT7_489wor,G4,46924,1426649,135,Y,PA14_16670,GID4401,55,471,PA3689,,putative transcriptional regulator CadR,PA14_16670(55/471),GID4401,PA3689,,PAMr_nr_mas_12_1F6
PAMr_nr_mas_12_1,F7,PA14_MrT7_490wor,B12,46968,184653,135,Y,PA14_02020,GID981,1200,1335,PA0162,,putative outer membrane porin,"PA14_02020(1200/1335), PA14_02000*(52/1587)","GID981, GID7035",PA0162,,PAMr_nr_mas_12_1F7
PAMr_nr_mas_12_1,F8,PA14_MrT7_490wor,C2,46970,1577779,353,Y,PA14_18370,GID1667,491,1149,PA3552,,putative aminotransferease,PA14_18370(491/1149),GID1667,PA3552,,PAMr_nr_mas_12_1F8
PAMr_nr_mas_12_1,F9,PA14_MrT7_490wor,C12,46980,6200475,529,Y,PA14_69520,GID6902,2511,3525,,,Hypothetical protein,"PA14_69520(2511/3525), PA14_69530*(19/162)","GID6902, GID6901",,,PAMr_nr_mas_12_1F9
PAMr_nr_mas_12_1,F10,PA14_MrT7_490wor,D2,46982,1537725,942,Y,PA14_17900,GID2413,542,921,PA3587,metR,transcriptional regulator MetR,PA14_17900(542/921),GID2413,PA3587,,PAMr_nr_mas_12_1F10
PAMr_nr_mas_12_1,F11,PA14_MrT7_490wor,D6,46986,5719839,749,Y,PA14_64200,GID674,129,1608,PA4854,purH,phosphoribosylaminoimidazolecarboxamide transferase,PA14_64200(129/1608),GID674,PA4854,,PAMr_nr_mas_12_1F11
PAMr_nr_mas_12_1,F12,PA14_MrT7_490wor,D7,46987,23613,950,Y,PA14_00230,GID1886,721,1089,PA0021,,putative Rossmann fold nucleotide-binding protein,"PA14_00230(721/1089), PA14_00220*(357/1275)","GID1886, GID6989",PA0021,,PAMr_nr_mas_12_1F12
PAMr_nr_mas_12_1,G1,PA14_MrT7_490wor,D10,46990,3695737,708,Y,PA14_41440,GID2732,476,864,PA1789,,putative universal stress protein,PA14_41440(476/864),GID2732,PA1789,,PAMr_nr_mas_12_1G1
PAMr_nr_mas_12_1,G2,PA14_MrT7_490wor,D11,46991,2455951,119,Y,PA14_28430,GID4547,171,444,PA2757,,putative membrane protein,PA14_28430(171/444),GID4547,PA2757,,PAMr_nr_mas_12_1G2
PAMr_nr_mas_12_1,G3,PA14_MrT7_490wor,E8,47000,916785,529,Y,PA14_10630,GID820,59,1461,PA4123,hpcC,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,PA14_10630(59/1461),GID820,PA4123,,PAMr_nr_mas_12_1G3
PAMr_nr_mas_12_1,G4,PA14_MrT7_490wor,F9,47013,4635836,1011,Y,PA14_52260,GID113,32,2778,PA0928,,sensor/response regulator hybrid,PA14_52260(32/2778),GID113,PA0928,,PAMr_nr_mas_12_1G4
PAMr_nr_mas_12_1,G5,PA14_MrT7_490wor,F11,47015,4562896,281,Y,PA14_51340,GID2130,60,999,PA1003,mvfR,Transcriptional regulator MvfR,PA14_51340(60/999),GID2130,PA1003,,PAMr_nr_mas_12_1G5
PAMr_nr_mas_12_1,G6,PA14_MrT7_490wor,G1,47017,6036971,333,Y,PA14_67580,GID868,1430,1455,PA5118,thiI,thiamin biosynthesis protein ThiI,"PA14_67580(1430/1455), PA14_67570*(53/1554)","GID868, GID6857",PA5118,,PAMr_nr_mas_12_1G6
PAMr_nr_mas_12_1,G7,PA14_MrT7_490wor,H8,47036,1080862,1181,Y,PA14_12590,GID3096,333,786,PA3964,,hypothetical protein,"PA14_12590(333/786), PA14_12580*(818/1482), PA14_12600*(409/705)","GID3096, GID6531, GID6530",PA3964,,PAMr_nr_mas_12_1G7
PAMr_nr_mas_12_1,G8,PA14_MrT7_491wor,B12,47064,3474234,716,Y,PA14_38990,GID1582,689,1164,PA1975,,conserved hypothetical protein,"PA14_38990(689/1164), PA14_38980*(554/1575)","GID1582, GID5849",PA1975,,PAMr_nr_mas_12_1G8
PAMr_nr_mas_12_1,G9,PA14_MrT7_491wor,C10,47074,3818067,337,Y,PA14_42940,GID4326,397,507,PA1666,,putative lipoprotein,"PA14_42940(397/507), PA14_42930*(1385/1386)","GID4326, GID5761",PA1666,,PAMr_nr_mas_12_1G9
PAMr_nr_mas_12_1,G10,PA14_MrT7_491wor,D10,47086,5862293,529,Y,PA14_65810,GID318,490,2091,PA4978,,putative acyl-CoA synthetase,PA14_65810(490/2091),GID318,PA4978,,PAMr_nr_mas_12_1G10
PAMr_nr_mas_12_1,G11,PA14_MrT7_491wor,E8,47096,6019974,371,Y,PA14_67400,GID1910,155,1023,PA5103,,"putative ABC transporter, periplasmic substrate-binding protein","PA14_67400(155/1023), PA14_67390*(1436/1641)","GID1910, GID6854",PA5103,,PAMr_nr_mas_12_1G11
PAMr_nr_mas_12_1,G12,PA14_MrT7_491wor,G9,47121,2154940,220,Y,PA14_24650,GID5354,13,213,PA3049,rmf,"rpfam04957, RMF, Ribosome modulation factor.",PA14_24650(13/213),GID5354,PA3049,,PAMr_nr_mas_12_1G12
PAMr_nr_mas_12_1,H1,PA14_MrT7_491wor,H4,47128,1655706,603,Y,PA14_19170,GID3873,224,597,PA3472,,putative lipoprotein,PA14_19170(224/597),GID3873,PA3472,,PAMr_nr_mas_12_1H1
PAMr_nr_mas_12_1,H2,PA14_MrT7_492wor,A7,47143,771362,387,Y,PA14_09100,GID3802,611,621,PA4239,rpsD,30S ribosomal protein S4,PA14_09100(611/621),GID3802,PA4239,,PAMr_nr_mas_12_1H2
PAMr_nr_mas_12_1,H3,PA14_MrT7_492wor,A8,47144,5967018,83.8,Y,PA14_66820,GID544,269,1680,PA5056,phaC1,poly(3-hydroxyalkanoic acid) synthase 1,"PA14_66820(269/1680), PA14_66810*(1088/1605)","GID544, GID6842",PA5056,,PAMr_nr_mas_12_1H3
PAMr_nr_mas_12_1,H4,PA14_MrT7_492wor,A9,47145,3717067,862,Y,PA14_41640,GID4301,8,489,PA1772,,putative dimethylmenaquinone methyltransferase,PA14_41640(8/489),GID4301,PA1772,,PAMr_nr_mas_12_1H4
PAMr_nr_mas_12_1,H5,PA14_MrT7_492wor,A11,47147,5574843,163,Y,PA14_62510,GID2549,13,882,PA4724,gltX,putative glutamate-tRNA synthetase,"PA14_62510(13/882), PA14_62500*(927/1176)","GID2549, GID6745",PA4724,,PAMr_nr_mas_12_1H5
PAMr_nr_mas_12_1,H6,PA14_MrT7_492wor,B2,47150,3973636,684,Y,PA14_44640,GID2768,6,867,PA1531,,conserved hypothetical protein,PA14_44640(6/867),GID2768,PA1531,,PAMr_nr_mas_12_1H6
PAMr_nr_mas_12_1,H7,PA14_MrT7_492wor,D10,47182,3897560,357,Y,PA14_43780,GID4299,77,492,PA1602,,putative oxidoreductase,PA14_43780(77/492),GID4299,PA1602,,PAMr_nr_mas_12_1H7
PAMr_nr_mas_12_1,H8,PA14_MrT7_492wor,E10,47194,339129,563,Y,PA14_03780,GID2213,353,963,PA0289,,putative transcriptional regulator,PA14_03780(353/963),GID2213,PA0289,,PAMr_nr_mas_12_1H8
PAMr_nr_mas_12_1,H9,PA14_MrT7_492wor,F2,47198,186956,85.7,Y,PA14_02050,GID614,1265,1617,PA0164,,putative gamma-glutamyltranspeptidase,"PA14_02050(1265/1617), PA14_02040*(497/1785)","GID614, GID7036",PA0164,,PAMr_nr_mas_12_1H9
PAMr_nr_mas_12_1,H10,PA14_MrT7_492wor,H7,47227,5826736,377,Y,PA14_65400,GID1699,185,1086,PA4950,,putative iron-sulfur cluster-binding protein,PA14_65400(185/1086),GID1699,PA4950,,PAMr_nr_mas_12_1H10
PAMr_nr_mas_12_1,H11,PA14_MrT7_493wor,A9,47241,1036327,444,Y,PA14_11980,GID2677,576,858,PA4009,,possible O-methyltransferase,PA14_11980(576/858),GID2677,PA4009,,PAMr_nr_mas_12_1H11
PAMr_nr_mas_12_1,H12,PA14_MrT7_493wor,B1,47245,3193761,333,Y,PA14_35880,GID4347,1406,1440,,PAGI-1(16), Probable aldehyde dehydrogenase,"PA14_35880(1406/1440), PA14_35870*(32/1440)","GID4347, GID5939",,,PAMr_nr_mas_12_1H12
PAMr_nr_mas_12_2,A1,PA14_MrT7_493wor,B3,47247,5604461,353,Y,PA14_62810,GID4879,212,390,PA4747,secG,secretion protein SecG,PA14_62810(212/390),GID4879,PA4747,,PAMr_nr_mas_12_2A1
PAMr_nr_mas_12_2,A2,PA14_MrT7_493wor,C10,47266,1141575,159,Y,PA14_13280,GID1442,913,1224,PA3914,moeA1,"MoeA1, Molybdopterin biosynthesis enzyme","PA14_13280(913/1224), PA14_13270*(333/1635)","GID1442, GID6512",PA3914,,PAMr_nr_mas_12_2A2
PAMr_nr_mas_12_2,A3,PA14_MrT7_493wor,C12,47268,3508150,242,Y,,,,,,,,PA14_39430*(77/249),GID5839,,,PAMr_nr_mas_12_2A3
PAMr_nr_mas_12_2,A4,PA14_MrT7_493wor,D7,47275,6529049,373,Y,PA14_73330,GID2788,52,873,PA5562,parB,chromosome partitioning protein,"PA14_73330(52/873), PA14_73340*(741/1200)","GID2788, GID6986",PA5562,,PAMr_nr_mas_12_2A4
PAMr_nr_mas_12_2,A5,PA14_MrT7_493wor,E11,47291,3983945,206,Y,PA14_44690,GID3724,11,660,PA1526,,"putative transcriptional regulator, GntR family",PA14_44690(11/660),GID3724,PA1526,,PAMr_nr_mas_12_2A5
PAMr_nr_mas_12_2,A6,PA14_MrT7_493wor,F3,47295,6291881,172,Y,PA14_70630,GID5439,36,168,PA5350,rubA2,Rubredoxin 2,"PA14_70630(36/168), PA14_70610*(175/1722)","GID5439, GID6931",PA5350,,PAMr_nr_mas_12_2A6
PAMr_nr_mas_12_2,A7,PA14_MrT7_493wor,G6,47310,2207576,194,Y,PA14_25230,GID42,894,3447,PA3002,mfd,transcription-repair coupling factor,"PA14_25230(894/3447), PA14_25240*(127/399)","GID42, GID5470",PA3002,,PAMr_nr_mas_12_2A7
PAMr_nr_mas_12_2,A8,PA14_MrT7_494wor,A12,47340,5200074,573,Y,PA14_58380,GID4028,247,564,PA4499,,putative transcriptional regulator,PA14_58380(247/564),GID4028,PA4499,,PAMr_nr_mas_12_2A8
PAMr_nr_mas_12_2,A9,PA14_MrT7_494wor,B1,47341,1096357,91.7,Y,PA14_12780,GID3869,237,630,PA3948,,probable two-component response regulator,PA14_12780(237/630),GID3869,PA3948,,PAMr_nr_mas_12_2A9
PAMr_nr_mas_12_2,A10,PA14_MrT7_494wor,B9,47349,4178185,383,Y,PA14_46910,GID2533,262,909,PA1342,,putative binding protein component of ABC transporter,PA14_46910(262/909),GID2533,PA1342,,PAMr_nr_mas_12_2A10
PAMr_nr_mas_12_2,A11,PA14_MrT7_494wor,C2,47354,2596330,107,Y,PA14_29990,GID447,1616,1782,PA2639,nuoD,"NADH dehydrogenase I chain C,D","PA14_29990(1616/1782), PA14_30000*(68/1716)","GID447, GID6117",PA2639,,PAMr_nr_mas_12_2A11
PAMr_nr_mas_12_2,A12,PA14_MrT7_494wor,D12,47376,5933510,99.6,Y,PA14_66520,GID2357,523,930,PA5031,,putative short chain dehydrogenase,PA14_66520(523/930),GID2357,PA5031,,PAMr_nr_mas_12_2A12
PAMr_nr_mas_12_2,B1,PA14_MrT7_494wor,E5,47381,6525965,1174,Y,PA14_73290,GID4566,469,471,PA5558,atpF,ATP synthase B chain,PA14_73290(469/471),GID4566,PA5558,,PAMr_nr_mas_12_2B1
PAMr_nr_mas_12_2,B2,PA14_MrT7_494wor,E12,47388,5182929,1011,Y,PA14_58240,GID598,1058,1650,PA4488,,conserved hypothetical protein,PA14_58240(1058/1650),GID598,PA4488,,PAMr_nr_mas_12_2B2
PAMr_nr_mas_12_2,B3,PA14_MrT7_494wor,F9,47397,3399153,527,Y,PA14_38110,GID1612,968,1230,PA2042,,"putative transporter, sodium-dicarboxylate symporte","PA14_38110(968/1230), PA14_38100*(434/1512)","GID1612, GID5872",PA2042,,PAMr_nr_mas_12_2B3
PAMr_nr_mas_12_2,B4,PA14_MrT7_494wor,F10,47398,2664347,381,Y,PA14_30710,GID4180,135,534,PA2582,,putative activator of osmoprotectant transporter,PA14_30710(135/534),GID4180,PA2582,,PAMr_nr_mas_12_2B4
PAMr_nr_mas_12_2,B5,PA14_MrT7_494wor,G1,47401,5062761,240,Y,PA14_56830,GID1129,1017,1341,PA4370,icmP,Insulin-cleaving metalloproteinase outer membrane,"PA14_56830(1017/1341), PA14_56820*(316/1443)","GID1129, GID6649",PA4370,,PAMr_nr_mas_12_2B5
PAMr_nr_mas_12_2,B6,PA14_MrT7_494wor,G5,47405,260266,176,Y,PA14_02970,GID2671,797,879,PA0239,,putative permease,PA14_02970(797/879),GID2671,PA0239,,PAMr_nr_mas_12_2B6
PAMr_nr_mas_12_2,B7,PA14_MrT7_494wor,H10,47422,1076646,151,Y,,,,,,,,"PA14_12500*(1261/1752), PA14_12510*(444/627), PA14_12520*(259/1524)","GID6534, GID6533, GID6532",,,PAMr_nr_mas_12_2B7
PAMr_nr_mas_12_2,B8,PA14_MrT7_495wor,A8,47432,2084598,226,Y,PA14_23980,GID3450,51,708,PA3104,xcpP, secretion protein XcpP,PA14_23980(51/708),GID3450,PA3104,,PAMr_nr_mas_12_2B8
PAMr_nr_mas_12_2,B9,PA14_MrT7_495wor,A10,47434,3827705,174,Y,PA14_43030,GID785,1358,1476,PA1658,,conserved hypothetical protein,"PA14_43030(1358/1476), PA14_43010*(725/2517)","GID785, GID5760",PA1658,,PAMr_nr_mas_12_2B9
PAMr_nr_mas_12_2,B10,PA14_MrT7_495wor,C11,47459,2811759,692,Y,PA14_32360,GID2642,632,879,PA2497,,putative lysR-family transcriptional regulator,PA14_32360(632/879),GID2642,PA2497,,PAMr_nr_mas_12_2B10
PAMr_nr_mas_12_2,B11,PA14_MrT7_495wor,D10,47470,6474750,513,Y,PA14_72700,GID3520,547,669,PA5509,,putative N-formylglutamate amidohydrolase,PA14_72700(547/669),GID3520,PA5509,,PAMr_nr_mas_12_2B11
PAMr_nr_mas_12_2,B12,PA14_MrT7_495wor,E7,47479,3893336,676,Y,PA14_43710,GID778,1349,1626,PA1608,,putative methyl-accepting chemotaxis transducer,"PA14_43710(1349/1626), PA14_43700*(299/1686)","GID778, GID5744",PA1608,,PAMr_nr_mas_12_2B12
PAMr_nr_mas_12_2,C1,PA14_MrT7_495wor,E9,47481,6408651,224,Y,PA14_71900,GID5424,23,204,PA5446,,conserved hypothetical protein,PA14_71900(23/204),GID5424,PA5446,,PAMr_nr_mas_12_2C1
PAMr_nr_mas_12_2,C2,PA14_MrT7_495wor,G5,47501,5799041,85.7,Y,PA14_65060,GID158,732,2499,PA4927,,conserved hypothetical protein,PA14_65060(732/2499),GID158,PA4927,,PAMr_nr_mas_12_2C2
PAMr_nr_mas_12_2,C3,PA14_MrT7_495wor,G11,47507,6217157,276,Y,PA14_69700,GID3507,352,702,PA5279,,conserved hypothetical protein,"PA14_69700(352/702), PA14_69680*(132/1485)","GID3507, GID6906",PA5279,,PAMr_nr_mas_12_2C3
PAMr_nr_mas_12_2,C4,PA14_MrT7_495wor,H4,47512,5232183,412,Y,PA14_58700,GID2871,446,849,PA4524,nadC,nicotinate-nucleotide pyrophosphorylase,PA14_58700(446/849),GID2871,PA4524,,PAMr_nr_mas_12_2C4
PAMr_nr_mas_12_2,C5,PA14_MrT7_496wor,A12,47532,1907487,168,Y,PA14_21920,GID3019,377,798,PA3253,,putative permease of ABC transporter,PA14_21920(377/798),GID3019,PA3253,,PAMr_nr_mas_12_2C5
PAMr_nr_mas_12_2,C6,PA14_MrT7_496wor,B10,47542,1477569,1039,Y,PA14_17230,GID3940,605,606,PA3642,rnhB,ribonuclease HII,PA14_17230(605/606),GID3940,PA3642,,PAMr_nr_mas_12_2C6
PAMr_nr_mas_12_2,C7,PA14_MrT7_496wor,C9,47553,1843483,537,Y,PA14_21280,GID369,1423,1995,PA3305,,putative membrane protein,"PA14_21280(1423/1995), PA14_21270*(561/2070)","GID369, GID6315",PA3305,,PAMr_nr_mas_12_2C7
PAMr_nr_mas_12_2,C8,PA14_MrT7_496wor,D4,47560,19452,319,Y,PA14_00180,GID1235,642,1305,PA0017,,putative tRNA and rRNA cytosine-C5-methylases,PA14_00180(642/1305),GID1235,PA0017,,PAMr_nr_mas_12_2C8
PAMr_nr_mas_12_2,C9,PA14_MrT7_496wor,D10,47566,2060931,690,Y,PA14_23690,GID1232,13,1329,PA3125,,putative secreted protein,PA14_23690(13/1329),GID1232,PA3125,,PAMr_nr_mas_12_2C9
PAMr_nr_mas_12_2,C10,PA14_MrT7_496wor,E6,47574,1845844,289,Y,PA14_21300,GID1691,443,1176,PA3303,,putative MFS transporte,PA14_21300(443/1176),GID1691,PA3303,,PAMr_nr_mas_12_2C10
PAMr_nr_mas_12_2,C11,PA14_MrT7_496wor,E8,47576,4841002,105,Y,PA14_54610,GID4335,838,912,,,still frameshift probable transcriptional regulato,PA14_54610(838/912),GID4335,,,PAMr_nr_mas_12_2C11
PAMr_nr_mas_12_2,C12,PA14_MrT7_496wor,E12,47580,2100803,1074,Y,PA14_24210,GID1974,403,966,PA3089,PA3089,,PA14_24210(403/966),GID1974,PA3089,,PAMr_nr_mas_12_2C12
PAMr_nr_mas_12_2,D1,PA14_MrT7_496wor,F3,47583,1940979,367,Y,PA14_22270,GID6298,313,1578,,,,PA14_22270(313/1578),GID6298,,,PAMr_nr_mas_12_2D1
PAMr_nr_mas_12_2,D2,PA14_MrT7_496wor,F6,47586,3894772,797,Y,PA14_43730,GID4405,37,477,PA1606,,hypothetical protein,PA14_43730(37/477),GID4405,PA1606,,PAMr_nr_mas_12_2D2
PAMr_nr_mas_12_2,D3,PA14_MrT7_496wor,F8,47588,4480666,1051,Y,PA14_50420,GID3427,148,696,PA1083,flgH,flagellar L-ring protein precursor FlgH,PA14_50420(148/696),GID3427,PA1083,,PAMr_nr_mas_12_2D3
PAMr_nr_mas_12_2,D4,PA14_MrT7_496wor,F9,47589,2219122,751,Y,PA14_25390,GID967,10,1395,PA2991,sth,soluble pyridine nucleotide transhydrogenase,"PA14_25390(10/1395), PA14_25380*(1251/1602)","GID967, GID6228",PA2991,,PAMr_nr_mas_12_2D4
PAMr_nr_mas_12_2,D5,PA14_MrT7_496wor,F12,47592,1866489,155,Y,PA14_21520,GID4250,235,504,PA3288,,putative hydrolase,PA14_21520(235/504),GID4250,PA3288,,PAMr_nr_mas_12_2D5
PAMr_nr_mas_12_2,D6,PA14_MrT7_496wor,G3,47595,2556548,379,Y,PA14_29480,GID3034,152,804,PA2678,,putative permease of ABC-2 transporter,PA14_29480(152/804),GID3034,PA2678,,PAMr_nr_mas_12_2D6
PAMr_nr_mas_12_2,D7,PA14_MrT7_496wor,H7,47611,5312487,565,Y,PA14_59700,GID3199,145,747,,,Conserved hypothetical protein,PA14_59700(145/747),GID3199,,,PAMr_nr_mas_12_2D7
PAMr_nr_mas_12_2,D8,PA14_MrT7_496wor,H9,47613,896764,704,Y,PA14_10370,GID463,718,1794,PA4140,,putative cholesterol oxidase,PA14_10370(718/1794),GID463,PA4140,,PAMr_nr_mas_12_2D8
PAMr_nr_mas_12_2,D9,PA14_MrT7_497wor,C11,47651,269037,285,Y,PA14_03040,GID884,165,1506,PA0246,,putative MFS transporter,PA14_03040(165/1506),GID884,PA0246,,PAMr_nr_mas_12_2D9
PAMr_nr_mas_12_2,D10,PA14_MrT7_497wor,D7,47659,697858,81.8,Y,PA14_08120,GID289,1570,2238,PA0625,,putative tail length determinator protein,PA14_08120(1570/2238),GID289,PA0625,,PAMr_nr_mas_12_2D10
PAMr_nr_mas_12_2,D11,PA14_MrT7_497wor,D12,47664,375604,278,Y,PA14_04190,GID1854,14,1035,PA0321,,acetylpolyamine aminohydrolase,"PA14_04190(14/1035), PA14_04170*(168/1626), PA14_04200*(14/1569)","GID1854, GID7099, GID7100",PA0321,,PAMr_nr_mas_12_2D11
PAMr_nr_mas_12_2,D12,PA14_MrT7_497wor,E2,47666,2612559,940,Y,PA14_30180,GID252,2191,2226,PA2624,idh,monomeric isocitrate dehydrogenase,"PA14_30180(2191/2226), PA14_30170*(45/2244)","GID252, GID6114",PA2624,,PAMr_nr_mas_12_2D12
PAMr_nr_mas_12_2,E1,PA14_MrT7_497wor,E7,47671,4479283,872,Y,PA14_50410,GID1846,824,1110,PA1084,flgI,flagellar P-ring protein precursor FlgI,"PA14_50410(824/1110), PA14_50400*(894/1404)","GID1846, GID5596",PA1084,,PAMr_nr_mas_12_2E1
PAMr_nr_mas_12_2,E2,PA14_MrT7_497wor,E10,47674,2796335,430,Y,PA14_32150,GID4267,182,492,PA2513,antB,anthranilate dioxygenase small subunit,PA14_32150(182/492),GID4267,PA2513,,PAMr_nr_mas_12_2E2
PAMr_nr_mas_12_2,E3,PA14_MrT7_497wor,G10,47698,3991286,151,Y,PA14_44770,GID1237,1016,1305,PA1521,,probable guanine deaminase,"PA14_44770(1016/1305), PA14_44750*(278/2355)","GID1237, GID5725",PA1521,,PAMr_nr_mas_12_2E3
PAMr_nr_mas_12_2,E4,PA14_MrT7_497wor,H11,47711,1893531,446,Y,PA14_21760,GID5396,26,210,PA3266,capB, cold acclimation protein B,PA14_21760(26/210),GID5396,PA3266,,PAMr_nr_mas_12_2E4
PAMr_nr_mas_12_2,E5,PA14_MrT7_497wor,H12,47712,5004366,977,Y,PA14_56040,GID2997,226,762,PA4312,,putative deacetylase,PA14_56040(226/762),GID2997,PA4312,,PAMr_nr_mas_12_2E5
PAMr_nr_mas_12_2,E6,PA14_MrT7_498wor,B7,47731,4766699,357,Y,PA14_53770,GID1245,167,1296,PA0812,,hypothetical protein,"PA14_53770(167/1296), PA14_53760*(1082/2034)","GID1245, GID5545",PA0812,,PAMr_nr_mas_12_2E6
PAMr_nr_mas_12_2,E7,PA14_MrT7_498wor,C8,47744,125692,194,Y,PA14_01290,GID1564,400,1125,PA0105,coxB,"cytochrome c oxidase, subunit II","PA14_01290(400/1125), PA14_01280*(2340/2889)","GID1564, GID7018",PA0105,,PAMr_nr_mas_12_2E7
PAMr_nr_mas_12_2,E8,PA14_MrT7_498wor,C9,47745,4675974,202,Y,PA14_52750,GID3190,5,765,PA0892,aotP,arginine/ornithine transport protein AotP,PA14_52750(5/765),GID3190,PA0892,,PAMr_nr_mas_12_2E8
PAMr_nr_mas_12_2,E9,PA14_MrT7_498wor,D3,47751,466015,799,Y,PA14_05360,GID407,148,2049,PA0411,pilJ,type IV pili methyl-accepting chemotaxis transducer PilJ,"PA14_05360(148/2049), PA14_05350*(1743/1968)","GID407, GID7126",PA0411,,PAMr_nr_mas_12_2E9
