LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Gene Name,Product Description,Accession,GO Term,Namespace
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:0055085,transmembrane transport,biological_process
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:0016887,ATPase activity,molecular_function
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:0015833,peptide transport,biological_process
PALES_28991,pvdE,always essential,4,4,4,pyoverdine biosynthesis protein PvdE,pvdE,pyoverdine biosynthesis protein PvdE,GO:1904680,peptide transmembrane transporter activity,molecular_function
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:0005524,ATP binding,molecular_function
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:0016021,integral component of membrane,cellular_component
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:0055085,transmembrane transport,biological_process
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:0016887,ATPase activity,molecular_function
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:0015833,peptide transport,biological_process
PALES_29021,pvdE2,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE2,pyoverdine biosynthesis protein,GO:1904680,peptide transmembrane transporter activity,molecular_function
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:0005524,ATP binding,molecular_function
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:0016021,integral component of membrane,cellular_component
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:0055085,transmembrane transport,biological_process
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:0016887,ATPase activity,molecular_function
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:0015833,peptide transport,biological_process
PALES_29051,pvdE3,always essential,4,4,4,pyoverdine biosynthesis protein,pvdE3,pyoverdine biosynthesis protein,GO:1904680,peptide transmembrane transporter activity,molecular_function
PALES_29061,pvdF,always essential,4,4,4,pyoverdine synthetase F,pvdF,pyoverdine synthetase F,GO:0009058,biosynthetic process,biological_process
PALES_29061,pvdF,always essential,4,4,4,pyoverdine synthetase F,pvdF,pyoverdine synthetase F,GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",molecular_function
PALES_29151,PALES_29151,always essential,4,4,4,RNA polymerase sigma factor,PALES_29151,RNA polymerase sigma factor,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_29151,PALES_29151,always essential,4,4,4,RNA polymerase sigma factor,PALES_29151,RNA polymerase sigma factor,GO:0006352,"DNA-templated transcription, initiation",biological_process
PALES_29151,PALES_29151,always essential,4,4,4,RNA polymerase sigma factor,PALES_29151,RNA polymerase sigma factor,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_29151,PALES_29151,always essential,4,4,4,RNA polymerase sigma factor,PALES_29151,RNA polymerase sigma factor,GO:0003677,DNA binding,molecular_function
PALES_29151,PALES_29151,always essential,4,4,4,RNA polymerase sigma factor,PALES_29151,RNA polymerase sigma factor,GO:0016987,sigma factor activity,molecular_function
PALES_29261,PALES_29261,always essential,4,4,4,putative transcriptional regulator,PALES_29261,putative transcriptional regulator,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_29261,PALES_29261,always essential,4,4,4,putative transcriptional regulator,PALES_29261,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_29261,PALES_29261,always essential,4,4,4,putative transcriptional regulator,PALES_29261,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_29731,PALES_29731,always essential,4,4,4,putative acyl-CoA dehydrogenase,PALES_29731,putative acyl-CoA dehydrogenase,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",molecular_function
PALES_29731,PALES_29731,always essential,4,4,4,putative acyl-CoA dehydrogenase,PALES_29731,putative acyl-CoA dehydrogenase,GO:0050660,flavin adenine dinucleotide binding,molecular_function
PALES_29731,PALES_29731,always essential,4,4,4,putative acyl-CoA dehydrogenase,PALES_29731,putative acyl-CoA dehydrogenase,GO:0055114,oxidation-reduction process,biological_process
PALES_29841,PALES_29841,always essential,4,4,4,gluconokinase,PALES_29841,gluconokinase,GO:0005975,carbohydrate metabolic process,biological_process
PALES_29841,PALES_29841,always essential,4,4,4,gluconokinase,PALES_29841,gluconokinase,GO:0016301,kinase activity,molecular_function
PALES_30431,PALES_30431,always essential,4,4,4,putative 2-ketogluconate kinase,PALES_30431,putative 2-ketogluconate kinase,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function
PALES_31321,hcnA,always essential,4,4,4,hydrogen cyanide synthase HcnA,hcnA,hydrogen cyanide synthase HcnA,GO:0009055,electron transfer activity,molecular_function
PALES_31321,hcnA,always essential,4,4,4,hydrogen cyanide synthase HcnA,hcnA,hydrogen cyanide synthase HcnA,GO:0051536,iron-sulfur cluster binding,molecular_function
PALES_31781,PALES_31781,always essential,4,4,4,putative Mg(2+) transporter,PALES_31781,putative Mg(2+) transporter,GO:0016020,membrane,cellular_component
PALES_31901,PALES_31901,always essential,4,4,4,putative histidine kinase,PALES_31901,putative histidine kinase,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_32231,PALES_32231,always essential,4,4,4,putative esterase/deacetylase,PALES_32231,putative esterase/deacetylase,GO:0016787,hydrolase activity,molecular_function
PALES_32481,PALES_32481,always essential,4,4,4,NA,PALES_32481,hypothetical protein,GO:0006807,nitrogen compound metabolic process,biological_process
PALES_32591,PALES_32591,always essential,4,4,4,putative pyridoxal-phosphate dependent enzyme,PALES_32591,putative pyridoxal-phosphate dependent enzyme,GO:0003824,catalytic activity,molecular_function
PALES_33051,PALES_33051,always essential,4,4,4,multidrug efflux protein,PALES_33051,multidrug efflux protein,GO:0015562,efflux transmembrane transporter activity,molecular_function
PALES_33051,PALES_33051,always essential,4,4,4,multidrug efflux protein,PALES_33051,multidrug efflux protein,GO:0016021,integral component of membrane,cellular_component
PALES_33051,PALES_33051,always essential,4,4,4,multidrug efflux protein,PALES_33051,multidrug efflux protein,GO:0042908,xenobiotic transport,biological_process
PALES_33051,PALES_33051,always essential,4,4,4,multidrug efflux protein,PALES_33051,multidrug efflux protein,GO:0016020,membrane,cellular_component
PALES_33051,PALES_33051,always essential,4,4,4,multidrug efflux protein,PALES_33051,multidrug efflux protein,GO:0022857,transmembrane transporter activity,molecular_function
PALES_33051,PALES_33051,always essential,4,4,4,multidrug efflux protein,PALES_33051,multidrug efflux protein,GO:0055085,transmembrane transport,biological_process
PALES_33151,fahA,always essential,4,4,4,fumarylacetoacetase,fahA,fumarylacetoacetase,GO:0004334,fumarylacetoacetase activity,molecular_function
PALES_33151,fahA,always essential,4,4,4,fumarylacetoacetase,fahA,fumarylacetoacetase,GO:0009072,aromatic amino acid family metabolic process,biological_process
PALES_33151,fahA,always essential,4,4,4,fumarylacetoacetase,fahA,fumarylacetoacetase,GO:0003824,catalytic activity,molecular_function
PALES_33351,pqqD,always essential,4,4,4,pyrroloquinoline quinone biosynthesis protein PqqD,pqqD,pyrroloquinoline quinone biosynthesis protein PqqD,GO:0018189,pyrroloquinoline quinone biosynthetic process,biological_process
PALES_33351,pqqD,always essential,4,4,4,pyrroloquinoline quinone biosynthesis protein PqqD,pqqD,pyrroloquinoline quinone biosynthesis protein PqqD,GO:0048038,quinone binding,molecular_function
PALES_33421,PALES_33421,always essential,4,4,4,putative two-component response regulator,PALES_33421,putative two-component response regulator,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_33421,PALES_33421,always essential,4,4,4,putative two-component response regulator,PALES_33421,putative two-component response regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_33421,PALES_33421,always essential,4,4,4,putative two-component response regulator,PALES_33421,putative two-component response regulator,GO:0003677,DNA binding,molecular_function
PALES_33421,PALES_33421,always essential,4,4,4,putative two-component response regulator,PALES_33421,putative two-component response regulator,GO:0045893,"positive regulation of transcription, DNA-templated",biological_process
PALES_33431,PALES_33431,always essential,4,4,4,putative two-component sensor,PALES_33431,putative two-component sensor,GO:0000155,phosphorelay sensor kinase activity,molecular_function
PALES_33431,PALES_33431,always essential,4,4,4,putative two-component sensor,PALES_33431,putative two-component sensor,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_33431,PALES_33431,always essential,4,4,4,putative two-component sensor,PALES_33431,putative two-component sensor,GO:0016021,integral component of membrane,cellular_component
PALES_33431,PALES_33431,always essential,4,4,4,putative two-component sensor,PALES_33431,putative two-component sensor,GO:0046983,protein dimerization activity,molecular_function
PALES_33431,PALES_33431,always essential,4,4,4,putative two-component sensor,PALES_33431,putative two-component sensor,GO:0045893,"positive regulation of transcription, DNA-templated",biological_process
PALES_33571,PALES_33571,always essential,4,4,4,putative 5-carboxymethyl-2-hydroxymuconate isomerase,PALES_33571,putative 5-carboxymethyl-2-hydroxymuconate isomerase,GO:0008704,5-carboxymethyl-2-hydroxymuconate delta-isomerase activity,molecular_function
PALES_33571,PALES_33571,always essential,4,4,4,putative 5-carboxymethyl-2-hydroxymuconate isomerase,PALES_33571,putative 5-carboxymethyl-2-hydroxymuconate isomerase,GO:0019439,aromatic compound catabolic process,biological_process
PALES_33731,rbsK,always essential,4,4,4,ribokinase,rbsK,ribokinase,GO:0004747,ribokinase activity,molecular_function
PALES_33731,rbsK,always essential,4,4,4,ribokinase,rbsK,ribokinase,GO:0006014,D-ribose metabolic process,biological_process
PALES_33731,rbsK,always essential,4,4,4,ribokinase,rbsK,ribokinase,GO:0016301,kinase activity,molecular_function
PALES_33731,rbsK,always essential,4,4,4,ribokinase,rbsK,ribokinase,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function
PALES_34191,phzG2,always essential,4,4,4,putative pyridoxamine 5'-phosphate oxidase,phzG2,putative pyridoxamine 5'-phosphate oxidase,GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",molecular_function
PALES_34191,phzG2,always essential,4,4,4,putative pyridoxamine 5'-phosphate oxidase,phzG2,putative pyridoxamine 5'-phosphate oxidase,GO:0055114,oxidation-reduction process,biological_process
PALES_34191,phzG2,always essential,4,4,4,putative pyridoxamine 5'-phosphate oxidase,phzG2,putative pyridoxamine 5'-phosphate oxidase,GO:0004733,pyridoxamine-phosphate oxidase activity,molecular_function
PALES_34191,phzG2,always essential,4,4,4,putative pyridoxamine 5'-phosphate oxidase,phzG2,putative pyridoxamine 5'-phosphate oxidase,GO:0008615,pyridoxine biosynthetic process,biological_process
PALES_34191,phzG2,always essential,4,4,4,putative pyridoxamine 5'-phosphate oxidase,phzG2,putative pyridoxamine 5'-phosphate oxidase,GO:0010181,FMN binding,molecular_function
PALES_34191,phzG2,always essential,4,4,4,putative pyridoxamine 5'-phosphate oxidase,phzG2,putative pyridoxamine 5'-phosphate oxidase,GO:0048037,obsolete cofactor binding,molecular_function
PALES_34201,phzF2,always essential,4,4,4,putative phenazine biosynthesis protein,phzF2,putative phenazine biosynthesis protein,GO:0003824,catalytic activity,molecular_function
PALES_34201,phzF2,always essential,4,4,4,putative phenazine biosynthesis protein,phzF2,putative phenazine biosynthesis protein,GO:0009058,biosynthetic process,biological_process
PALES_34211,phzE2,always essential,4,4,4,phenazine biosynthesis protein PhzE,phzE2,phenazine biosynthesis protein PhzE,GO:0009058,biosynthetic process,biological_process
PALES_34221,phzD2,always essential,4,4,4,phenazine biosynthesis protein PhzD,phzD2,phenazine biosynthesis protein PhzD,GO:0008908,isochorismatase activity,molecular_function
PALES_34221,phzD2,always essential,4,4,4,phenazine biosynthesis protein PhzD,phzD2,phenazine biosynthesis protein PhzD,GO:0003824,catalytic activity,molecular_function
PALES_34231,phzC2,always essential,4,4,4,phenazine biosynthesis protein PhzC,phzC2,phenazine biosynthesis protein PhzC,GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity,molecular_function
PALES_34231,phzC2,always essential,4,4,4,phenazine biosynthesis protein PhzC,phzC2,phenazine biosynthesis protein PhzC,GO:0009073,aromatic amino acid family biosynthetic process,biological_process
PALES_34231,phzC2,always essential,4,4,4,phenazine biosynthesis protein PhzC,phzC2,phenazine biosynthesis protein PhzC,GO:0003824,catalytic activity,molecular_function
PALES_34241,phzG,always essential,4,4,4,putative phenazine biosynthesis protein,phzG,putative phenazine biosynthesis protein,GO:0017000,antibiotic biosynthetic process,biological_process
PALES_34251,phzA2,always essential,4,4,4,putative phenazine biosynthesis protein,phzA2,putative phenazine biosynthesis protein,GO:0017000,antibiotic biosynthetic process,biological_process
PALES_34251,phzA2,always essential,4,4,4,putative phenazine biosynthesis protein,phzA2,putative phenazine biosynthesis protein,GO:0002047,phenazine biosynthetic process,biological_process
PALES_34651,PALES_34651,always essential,4,4,4,putative transcriptional regulator,PALES_34651,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_34651,PALES_34651,always essential,4,4,4,putative transcriptional regulator,PALES_34651,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0000166,nucleotide binding,molecular_function
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0005524,ATP binding,molecular_function
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0006418,tRNA aminoacylation for protein translation,biological_process
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0005737,cytoplasm,cellular_component
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0043039,tRNA aminoacylation,biological_process
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0006412,translation,biological_process
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0004819,glutamine-tRNA ligase activity,molecular_function
PALES_35351,glnS,always essential,4,4,4,glutaminyl-tRNA synthetase,glnS,glutaminyl-tRNA synthetase,GO:0006425,glutaminyl-tRNA aminoacylation,biological_process
PALES_35371,PALES_35371,always essential,4,4,4,"UDP-2,3-diacylglucosamine hydrolase",PALES_35371,"UDP-2,3-diacylglucosamine hydrolase",GO:0016787,hydrolase activity,molecular_function
PALES_35371,PALES_35371,always essential,4,4,4,"UDP-2,3-diacylglucosamine hydrolase",PALES_35371,"UDP-2,3-diacylglucosamine hydrolase",GO:0005737,cytoplasm,cellular_component
PALES_35371,PALES_35371,always essential,4,4,4,"UDP-2,3-diacylglucosamine hydrolase",PALES_35371,"UDP-2,3-diacylglucosamine hydrolase",GO:0009245,lipid A biosynthetic process,biological_process
PALES_35371,PALES_35371,always essential,4,4,4,"UDP-2,3-diacylglucosamine hydrolase",PALES_35371,"UDP-2,3-diacylglucosamine hydrolase",GO:0016462,pyrophosphatase activity,molecular_function
PALES_35421,acnB,always essential,4,4,4,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,GO:0003994,aconitate hydratase activity,molecular_function
PALES_35421,acnB,always essential,4,4,4,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,GO:0006099,tricarboxylic acid cycle,biological_process
PALES_35421,acnB,always essential,4,4,4,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,GO:0005829,cytosol,cellular_component
PALES_35421,acnB,always essential,4,4,4,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
PALES_36041,pscL,always essential,4,4,4,type III secretion system protein,pscL,type III secretion system protein,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_36071,pscI,always essential,4,4,4,type III export protein PscI,pscI,type III export protein PscI,GO:0009306,protein secretion,biological_process
PALES_36071,pscI,always essential,4,4,4,type III export protein PscI,pscI,type III export protein PscI,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_36081,pscH,always essential,4,4,4,type III export protein PscH,pscH,type III export protein PscH,GO:0009405,pathogenesis,biological_process
PALES_36081,pscH,always essential,4,4,4,type III export protein PscH,pscH,type III export protein PscH,GO:0030257,type III protein secretion system complex,cellular_component
PALES_36081,pscH,always essential,4,4,4,type III export protein PscH,pscH,type III export protein PscH,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_36091,pscG,always essential,4,4,4,type III export protein PscG,pscG,type III export protein PscG,GO:0009405,pathogenesis,biological_process
PALES_36091,pscG,always essential,4,4,4,type III export protein PscG,pscG,type III export protein PscG,GO:0005515,protein binding,molecular_function
PALES_36091,pscG,always essential,4,4,4,type III export protein PscG,pscG,type III export protein PscG,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_36251,PALES_36251,always essential,4,4,4,hypothetical protein in type III secretion,PALES_36251,hypothetical protein in type III secretion,GO:0005515,protein binding,molecular_function
PALES_36251,PALES_36251,always essential,4,4,4,hypothetical protein in type III secretion,PALES_36251,hypothetical protein in type III secretion,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_36281,PALES_36281,always essential,4,4,4,putative protein in type III secretion,PALES_36281,putative protein in type III secretion,GO:0050709,negative regulation of protein secretion,biological_process
PALES_36401,alkA,always essential,4,4,4,DNA-3-methyladenine glycosidase II,alkA,DNA-3-methyladenine glycosidase II,GO:0006284,base-excision repair,biological_process
PALES_36401,alkA,always essential,4,4,4,DNA-3-methyladenine glycosidase II,alkA,DNA-3-methyladenine glycosidase II,GO:0003824,catalytic activity,molecular_function
PALES_36401,alkA,always essential,4,4,4,DNA-3-methyladenine glycosidase II,alkA,DNA-3-methyladenine glycosidase II,GO:0006281,DNA repair,biological_process
PALES_36741,PALES_36741,always essential,4,4,4,putative transcriptional regulator,PALES_36741,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_36741,PALES_36741,always essential,4,4,4,putative transcriptional regulator,PALES_36741,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_37071,PALES_37071,always essential,4,4,4,putative threonine efflux protein,PALES_37071,putative threonine efflux protein,GO:0006865,amino acid transport,biological_process
PALES_37071,PALES_37071,always essential,4,4,4,putative threonine efflux protein,PALES_37071,putative threonine efflux protein,GO:0016020,membrane,cellular_component
PALES_37111,PALES_37111,always essential,4,4,4,putative phosphohistidine phosphatase SixA,PALES_37111,putative phosphohistidine phosphatase SixA,GO:0005737,cytoplasm,cellular_component
PALES_37111,PALES_37111,always essential,4,4,4,putative phosphohistidine phosphatase SixA,PALES_37111,putative phosphohistidine phosphatase SixA,GO:0006464,cellular protein modification process,biological_process
PALES_37111,PALES_37111,always essential,4,4,4,putative phosphohistidine phosphatase SixA,PALES_37111,putative phosphohistidine phosphatase SixA,GO:0101006,protein histidine phosphatase activity,molecular_function
PALES_37241,PALES_37241,always essential,4,4,4,putative transcriptional regulator,PALES_37241,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_37241,PALES_37241,always essential,4,4,4,putative transcriptional regulator,PALES_37241,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_37961,dnaX,always essential,4,4,4,DNA polymerase III subunits gamma and tau,dnaX,DNA polymerase III subunits gamma and tau,GO:0003887,DNA-directed DNA polymerase activity,molecular_function
PALES_37961,dnaX,always essential,4,4,4,DNA polymerase III subunits gamma and tau,dnaX,DNA polymerase III subunits gamma and tau,GO:0005524,ATP binding,molecular_function
PALES_37961,dnaX,always essential,4,4,4,DNA polymerase III subunits gamma and tau,dnaX,DNA polymerase III subunits gamma and tau,GO:0003677,DNA binding,molecular_function
PALES_37961,dnaX,always essential,4,4,4,DNA polymerase III subunits gamma and tau,dnaX,DNA polymerase III subunits gamma and tau,GO:0009360,DNA polymerase III complex,cellular_component
PALES_37961,dnaX,always essential,4,4,4,DNA polymerase III subunits gamma and tau,dnaX,DNA polymerase III subunits gamma and tau,GO:0043846,"DNA polymerase III, clamp loader complex",cellular_component
PALES_37961,dnaX,always essential,4,4,4,DNA polymerase III subunits gamma and tau,dnaX,DNA polymerase III subunits gamma and tau,GO:0006260,DNA replication,biological_process
PALES_38821,PALES_38821,always essential,4,4,4,"putative sigma-70 factor, ECF subfamily",PALES_38821,"putative sigma-70 factor, ECF subfamily",GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_38821,PALES_38821,always essential,4,4,4,"putative sigma-70 factor, ECF subfamily",PALES_38821,"putative sigma-70 factor, ECF subfamily",GO:0006352,"DNA-templated transcription, initiation",biological_process
PALES_38821,PALES_38821,always essential,4,4,4,"putative sigma-70 factor, ECF subfamily",PALES_38821,"putative sigma-70 factor, ECF subfamily",GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_38821,PALES_38821,always essential,4,4,4,"putative sigma-70 factor, ECF subfamily",PALES_38821,"putative sigma-70 factor, ECF subfamily",GO:0003677,DNA binding,molecular_function
PALES_38821,PALES_38821,always essential,4,4,4,"putative sigma-70 factor, ECF subfamily",PALES_38821,"putative sigma-70 factor, ECF subfamily",GO:0016987,sigma factor activity,molecular_function
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0017004,cytochrome complex assembly,biological_process
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0020037,heme binding,molecular_function
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0015232,heme transmembrane transporter activity,molecular_function
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0015886,heme transport,biological_process
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0016020,membrane,cellular_component
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0002049,pyoverdine biosynthetic process,biological_process
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0071978,bacterial-type flagellum-dependent swarming motility,biological_process
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0071977,bacterial-type flagellum-dependent swimming motility,biological_process
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0043107,type IV pilus-dependent motility,biological_process
PALES_39331,ccmF,always essential,4,4,4,cytochrome C-type biogenesis protein CcmF,ccmF,cytochrome C-type biogenesis protein CcmF,GO:0004096,catalase activity,molecular_function
PALES_39351,PALES_39351,always essential,4,4,4,putative heme exporter protein,PALES_39351,putative heme exporter protein,GO:0015886,heme transport,biological_process
PALES_39351,PALES_39351,always essential,4,4,4,putative heme exporter protein,PALES_39351,putative heme exporter protein,GO:0016021,integral component of membrane,cellular_component
PALES_39351,PALES_39351,always essential,4,4,4,putative heme exporter protein,PALES_39351,putative heme exporter protein,GO:0017004,cytochrome complex assembly,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0015232,heme transmembrane transporter activity,molecular_function
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0015886,heme transport,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0016020,membrane,cellular_component
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0017004,cytochrome complex assembly,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0020037,heme binding,molecular_function
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0002049,pyoverdine biosynthetic process,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0071978,bacterial-type flagellum-dependent swarming motility,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0071977,bacterial-type flagellum-dependent swimming motility,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0043107,type IV pilus-dependent motility,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0009247,glycolipid biosynthetic process,biological_process
PALES_39361,ccmC,always essential,4,4,4,heme exporter protein CcmC,ccmC,heme exporter protein CcmC,GO:0004096,catalase activity,molecular_function
PALES_39381,ccmA,always essential,4,4,4,cytochrome c biogenesis protein CcmA,ccmA,cytochrome c biogenesis protein CcmA,GO:0005524,ATP binding,molecular_function
PALES_39381,ccmA,always essential,4,4,4,cytochrome c biogenesis protein CcmA,ccmA,cytochrome c biogenesis protein CcmA,GO:0016887,ATPase activity,molecular_function
PALES_39381,ccmA,always essential,4,4,4,cytochrome c biogenesis protein CcmA,ccmA,cytochrome c biogenesis protein CcmA,GO:0017004,cytochrome complex assembly,biological_process
PALES_39381,ccmA,always essential,4,4,4,cytochrome c biogenesis protein CcmA,ccmA,cytochrome c biogenesis protein CcmA,GO:0022857,transmembrane transporter activity,molecular_function
PALES_40341,cobU,always essential,4,4,4,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,cobU,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,GO:0000166,nucleotide binding,molecular_function
PALES_40341,cobU,always essential,4,4,4,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,cobU,adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,GO:0009236,cobalamin biosynthetic process,biological_process
