LESB_Locus,Gene,Essentiality,Control,Condition,Replicates,LESB_Description,Product Description,Accession,GO Term,Namespace
PALES_39841,lasR,conditionally essential,0,4,4,transcriptional regulator LasR,transcriptional regulator LasR,GO:0051544,positive regulation of elastin biosynthetic process,biological_process
PALES_39841,lasR,conditionally essential,0,4,4,transcriptional regulator LasR,transcriptional regulator LasR,GO:0009405,pathogenesis,biological_process
PALES_39841,lasR,conditionally essential,0,4,4,transcriptional regulator LasR,transcriptional regulator LasR,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_39841,lasR,conditionally essential,0,4,4,transcriptional regulator LasR,transcriptional regulator LasR,GO:0060310,regulation of elastin catabolic process,biological_process
PALES_39861,PALES_39861,conditionally essential,0,4,4,putative acetyltransferase,putative acetyltransferase,GO:0008080,N-acetyltransferase activity,molecular_function
PALES_40061,PALES_40061,conditionally essential,0,4,4,putative SAM-dependent methyltransferase,putative SAM-dependent methyltransferase,GO:0008168,methyltransferase activity,molecular_function
PALES_40291,PALES_40291,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_40951,PALES_40951,conditionally essential,0,4,4,putative sparagine synthase,putative sparagine synthase,GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,molecular_function
PALES_40951,PALES_40951,conditionally essential,0,4,4,putative sparagine synthase,putative sparagine synthase,GO:0006529,asparagine biosynthetic process,biological_process
PALES_41091,PALES_41091,conditionally essential,0,4,4,putative O-methyltransferase,putative O-methyltransferase,GO:0008171,O-methyltransferase activity,molecular_function
PALES_41431,oprH,conditionally essential,0,4,4,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,GO:0001530,lipopolysaccharide binding,molecular_function
PALES_41431,oprH,conditionally essential,0,4,4,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,GO:0009279,cell outer membrane,cellular_component
PALES_41431,oprH,conditionally essential,0,4,4,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor,GO:0016021,integral component of membrane,cellular_component
PALES_41551,PALES_41551,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0016787,hydrolase activity,molecular_function
PALES_41821,PALES_41821,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0016491,oxidoreductase activity,molecular_function
PALES_41821,PALES_41821,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0055114,oxidation-reduction process,biological_process
PALES_42081,PALES_42081,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0003677,DNA binding,molecular_function
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0016887,ATPase activity,molecular_function
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0044780,bacterial-type flagellum assembly,biological_process
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0071973,bacterial-type flagellum-dependent cell motility,biological_process
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0005524,ATP binding,molecular_function
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0005737,cytoplasm,cellular_component
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0009058,biosynthetic process,biological_process
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0030254,protein secretion by the type III secretion system,biological_process
PALES_42171,fliI,conditionally essential,0,4,4,flagellum-specific ATP synthase,flagellum-specific ATP synthase,GO:0030257,type III protein secretion system complex,cellular_component
PALES_42401,flgF,conditionally essential,0,4,4,flagellar basal body rod protein FlgF,flagellar basal body rod protein FlgF,GO:0030694,"bacterial-type flagellum basal body, rod",cellular_component
PALES_42401,flgF,conditionally essential,0,4,4,flagellar basal body rod protein FlgF,flagellar basal body rod protein FlgF,GO:0071973,bacterial-type flagellum-dependent cell motility,biological_process
PALES_42661,PALES_42661,conditionally essential,0,4,4,putative monovalent cation/H+ antiporter subunit D,putative monovalent cation/H+ antiporter subunit D,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
PALES_42661,PALES_42661,conditionally essential,0,4,4,putative monovalent cation/H+ antiporter subunit D,putative monovalent cation/H+ antiporter subunit D,GO:0042773,ATP synthesis coupled electron transport,biological_process
PALES_42661,PALES_42661,conditionally essential,0,4,4,putative monovalent cation/H+ antiporter subunit D,putative monovalent cation/H+ antiporter subunit D,GO:0055114,oxidation-reduction process,biological_process
PALES_42681,PALES_42681,conditionally essential,0,4,4,putative monovalent cation/H+ antiporter subunit A,putative monovalent cation/H+ antiporter subunit A,GO:0008137,NADH dehydrogenase (ubiquinone) activity,molecular_function
PALES_42681,PALES_42681,conditionally essential,0,4,4,putative monovalent cation/H+ antiporter subunit A,putative monovalent cation/H+ antiporter subunit A,GO:0042773,ATP synthesis coupled electron transport,biological_process
PALES_42681,PALES_42681,conditionally essential,0,4,4,putative monovalent cation/H+ antiporter subunit A,putative monovalent cation/H+ antiporter subunit A,GO:0055114,oxidation-reduction process,biological_process
PALES_43101,PALES_43101,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_43101,PALES_43101,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_43201,PALES_43201,conditionally essential,0,4,4,Putative Zn-dependent protease,Putative Zn-dependent protease,GO:0006508,proteolysis,biological_process
PALES_43201,PALES_43201,conditionally essential,0,4,4,Putative Zn-dependent protease,Putative Zn-dependent protease,GO:0008237,metallopeptidase activity,molecular_function
PALES_43201,PALES_43201,conditionally essential,0,4,4,Putative Zn-dependent protease,Putative Zn-dependent protease,GO:0016020,membrane,cellular_component
PALES_43201,PALES_43201,conditionally essential,0,4,4,Putative Zn-dependent protease,Putative Zn-dependent protease,GO:0061077,chaperone-mediated protein folding,biological_process
PALES_43201,PALES_43201,conditionally essential,0,4,4,Putative Zn-dependent protease,Putative Zn-dependent protease,GO:0005515,protein binding,molecular_function
PALES_43201,PALES_43201,conditionally essential,0,4,4,Putative Zn-dependent protease,Putative Zn-dependent protease,GO:0004222,metalloendopeptidase activity,molecular_function
PALES_43661,wrbA,conditionally essential,0,4,4,Trp repressor binding protein WrbA,Trp repressor binding protein WrbA,GO:0010181,FMN binding,molecular_function
PALES_43661,wrbA,conditionally essential,0,4,4,Trp repressor binding protein WrbA,Trp repressor binding protein WrbA,GO:0009055,electron transfer activity,molecular_function
PALES_43661,wrbA,conditionally essential,0,4,4,Trp repressor binding protein WrbA,Trp repressor binding protein WrbA,GO:0016491,oxidoreductase activity,molecular_function
PALES_43661,wrbA,conditionally essential,0,4,4,Trp repressor binding protein WrbA,Trp repressor binding protein WrbA,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,molecular_function
PALES_43711,purN,conditionally essential,0,4,4,phosphoribosylglycinamide formyltransferase,phosphoribosylglycinamide formyltransferase,GO:0004644,phosphoribosylglycinamide formyltransferase activity,molecular_function
PALES_43711,purN,conditionally essential,0,4,4,phosphoribosylglycinamide formyltransferase,phosphoribosylglycinamide formyltransferase,GO:0006189,'de novo' IMP biosynthetic process,biological_process
PALES_43711,purN,conditionally essential,0,4,4,phosphoribosylglycinamide formyltransferase,phosphoribosylglycinamide formyltransferase,GO:0009058,biosynthetic process,biological_process
PALES_43711,purN,conditionally essential,0,4,4,phosphoribosylglycinamide formyltransferase,phosphoribosylglycinamide formyltransferase,GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",molecular_function
PALES_44351,PALES_44351,conditionally essential,0,4,4,putative protein involved in propionate catabolism,putative protein involved in propionate catabolism,GO:0016829,lyase activity,molecular_function
PALES_44811,slyD,conditionally essential,0,4,4,peptidyl-prolyl cis-trans isomerase SlyD,peptidyl-prolyl cis-trans isomerase SlyD,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,molecular_function
PALES_44821,ackA,conditionally essential,0,4,4,acetate kinase,acetate kinase,GO:0016301,kinase activity,molecular_function
PALES_44821,ackA,conditionally essential,0,4,4,acetate kinase,acetate kinase,GO:0016310,phosphorylation,biological_process
PALES_44821,ackA,conditionally essential,0,4,4,acetate kinase,acetate kinase,GO:0016774,"phosphotransferase activity, carboxyl group as acceptor",molecular_function
PALES_44821,ackA,conditionally essential,0,4,4,acetate kinase,acetate kinase,GO:0006082,organic acid metabolic process,biological_process
PALES_44981,PALES_44981,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0015074,DNA integration,biological_process
PALES_44981,PALES_44981,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0003676,nucleic acid binding,molecular_function
PALES_45451,PALES_45451,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_45451,PALES_45451,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_45571,PALES_45571,conditionally essential,0,4,4,putative transporter,putative transporter,GO:0016021,integral component of membrane,cellular_component
PALES_45761,lepA,conditionally essential,0,4,4,GTP-binding protein LepA,GTP-binding protein LepA,GO:0005525,GTP binding,molecular_function
PALES_45761,lepA,conditionally essential,0,4,4,GTP-binding protein LepA,GTP-binding protein LepA,GO:0003924,GTPase activity,molecular_function
PALES_46691,PALES_46691,conditionally essential,0,4,4,putative transporter,putative transporter,GO:0015109,chromate transmembrane transporter activity,molecular_function
PALES_46691,PALES_46691,conditionally essential,0,4,4,putative transporter,putative transporter,GO:0015703,chromate transport,biological_process
PALES_46721,PALES_46721,conditionally essential,0,4,4,putative phosphate transporter,putative phosphate transporter,GO:0005315,inorganic phosphate transmembrane transporter activity,molecular_function
PALES_46721,PALES_46721,conditionally essential,0,4,4,putative phosphate transporter,putative phosphate transporter,GO:0006817,phosphate ion transport,biological_process
PALES_46721,PALES_46721,conditionally essential,0,4,4,putative phosphate transporter,putative phosphate transporter,GO:0016020,membrane,cellular_component
PALES_47021,PALES_47021,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0035438,cyclic-di-GMP binding,molecular_function
PALES_47401,PALES_47401,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0003824,catalytic activity,molecular_function
PALES_47401,PALES_47401,conditionally essential,0,4,4,putative oxidoreductase,putative oxidoreductase,GO:0050662,obsolete coenzyme binding,molecular_function
PALES_47421,iciA,conditionally essential,0,4,4,chromosome replication initiation inhibitor protein,chromosome replication initiation inhibitor protein,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_47421,iciA,conditionally essential,0,4,4,chromosome replication initiation inhibitor protein,chromosome replication initiation inhibitor protein,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_47531,PALES_47531,conditionally essential,0,4,4,putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,GO:0016020,membrane,cellular_component
PALES_47531,PALES_47531,conditionally essential,0,4,4,putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,GO:0022857,transmembrane transporter activity,molecular_function
PALES_47531,PALES_47531,conditionally essential,0,4,4,putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor,GO:0055085,transmembrane transport,biological_process
PALES_47721,PALES_47721,conditionally essential,0,4,4,putative permease,putative permease,GO:0008521,acetyl-CoA transmembrane transporter activity,molecular_function
PALES_47721,PALES_47721,conditionally essential,0,4,4,putative permease,putative permease,GO:0016021,integral component of membrane,cellular_component
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0016020,membrane,cellular_component
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0022904,respiratory electron transport chain,biological_process
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0009055,electron transfer activity,molecular_function
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0016491,oxidoreductase activity,molecular_function
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",biological_process
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0008121,ubiquinol-cytochrome-c reductase activity,molecular_function
PALES_48091,PALES_48091,conditionally essential,0,4,4,putative cytochrome b,putative cytochrome b,GO:0045275,respiratory chain complex III,cellular_component
PALES_48151,PALES_48151,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003700,DNA-binding transcription factor activity,molecular_function
PALES_48151,PALES_48151,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_48151,PALES_48151,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_48151,PALES_48151,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_48171,PALES_48171,conditionally essential,0,4,4,putative ATPase,putative ATPase,GO:0005524,ATP binding,molecular_function
PALES_48171,PALES_48171,conditionally essential,0,4,4,putative ATPase,putative ATPase,GO:0016887,ATPase activity,molecular_function
PALES_48171,PALES_48171,conditionally essential,0,4,4,putative ATPase,putative ATPase,GO:0051301,cell division,biological_process
PALES_48351,PALES_48351,conditionally essential,0,4,4,putative ATP-binding component of ABC transporter,putative ATP-binding component of ABC transporter,GO:0005524,ATP binding,molecular_function
PALES_48351,PALES_48351,conditionally essential,0,4,4,putative ATP-binding component of ABC transporter,putative ATP-binding component of ABC transporter,GO:0016887,ATPase activity,molecular_function
PALES_48421,PALES_48421,conditionally essential,0,4,4,putative ribosomal subunit interface protein,putative ribosomal subunit interface protein,GO:0044238,primary metabolic process,biological_process
PALES_48571,PALES_48571,conditionally essential,0,4,4,Maf-like protein,Maf-like protein,GO:0047429,nucleoside-triphosphate diphosphatase activity,molecular_function
PALES_48581,mreD,conditionally essential,0,4,4,rod shape-determining protein MreD,rod shape-determining protein MreD,GO:0008360,regulation of cell shape,biological_process
PALES_48581,mreD,conditionally essential,0,4,4,rod shape-determining protein MreD,rod shape-determining protein MreD,GO:0016021,integral component of membrane,cellular_component
PALES_48651,PALES_48651,conditionally essential,0,4,4,putative rplA family protein,putative rplA family protein,GO:0016829,lyase activity,molecular_function
PALES_48731,PALES_48731,conditionally essential,0,4,4,putative two-component response regulator,putative two-component response regulator,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_48731,PALES_48731,conditionally essential,0,4,4,putative two-component response regulator,putative two-component response regulator,GO:0043565,sequence-specific DNA binding,molecular_function
PALES_48731,PALES_48731,conditionally essential,0,4,4,putative two-component response regulator,putative two-component response regulator,GO:0000976,transcription regulatory region sequence-specific DNA binding,molecular_function
PALES_49501,rpmA,conditionally essential,0,4,4,50S ribosomal protein L27,50S ribosomal protein L27,GO:0003735,structural constituent of ribosome,molecular_function
PALES_49501,rpmA,conditionally essential,0,4,4,50S ribosomal protein L27,50S ribosomal protein L27,GO:0005840,ribosome,cellular_component
PALES_49501,rpmA,conditionally essential,0,4,4,50S ribosomal protein L27,50S ribosomal protein L27,GO:0006412,translation,biological_process
PALES_49601,PALES_49601,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0008270,zinc ion binding,molecular_function
PALES_49841,mexC,conditionally essential,0,4,4,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,GO:0016020,membrane,cellular_component
PALES_49841,mexC,conditionally essential,0,4,4,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,GO:0022857,transmembrane transporter activity,molecular_function
PALES_49841,mexC,conditionally essential,0,4,4,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexC precursor,GO:0055085,transmembrane transport,biological_process
PALES_50051,PALES_50051,conditionally essential,0,4,4,"putative oxidoreductase, small subunit","putative oxidoreductase, small subunit",GO:0009055,electron transfer activity,molecular_function
PALES_50051,PALES_50051,conditionally essential,0,4,4,"putative oxidoreductase, small subunit","putative oxidoreductase, small subunit",GO:0051536,iron-sulfur cluster binding,molecular_function
PALES_50051,PALES_50051,conditionally essential,0,4,4,"putative oxidoreductase, small subunit","putative oxidoreductase, small subunit",GO:0016491,oxidoreductase activity,molecular_function
PALES_50051,PALES_50051,conditionally essential,0,4,4,"putative oxidoreductase, small subunit","putative oxidoreductase, small subunit",GO:0046872,metal ion binding,molecular_function
PALES_50051,PALES_50051,conditionally essential,0,4,4,"putative oxidoreductase, small subunit","putative oxidoreductase, small subunit",GO:0055114,oxidation-reduction process,biological_process
PALES_50171,PALES_50171,conditionally essential,0,4,4,putative lipoprotein,putative lipoprotein,GO:0004222,metalloendopeptidase activity,molecular_function
PALES_50171,PALES_50171,conditionally essential,0,4,4,putative lipoprotein,putative lipoprotein,GO:0006508,proteolysis,biological_process
PALES_50471,pagL,conditionally essential,0,4,4,Lipid A 3-O-deacylase,Lipid A 3-O-deacylase,GO:0046493,lipid A metabolic process,biological_process
PALES_50631,PALES_50631,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0006508,proteolysis,biological_process
PALES_50631,PALES_50631,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0016805,dipeptidase activity,molecular_function
PALES_51071,PALES_51071,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0003824,catalytic activity,molecular_function
PALES_51071,PALES_51071,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0009058,biosynthetic process,biological_process
PALES_51071,PALES_51071,conditionally essential,0,4,4,hypothetical protein,hypothetical protein,GO:0030170,pyridoxal phosphate binding,molecular_function
PALES_51401,greA,conditionally essential,0,4,4,transcription elongation factor GreA,transcription elongation factor GreA,GO:0003677,DNA binding,molecular_function
PALES_51401,greA,conditionally essential,0,4,4,transcription elongation factor GreA,transcription elongation factor GreA,GO:0032784,"regulation of DNA-templated transcription, elongation",biological_process
PALES_51401,greA,conditionally essential,0,4,4,transcription elongation factor GreA,transcription elongation factor GreA,GO:0070063,RNA polymerase binding,molecular_function
PALES_51411,carB,conditionally essential,0,4,4,carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit,GO:0005524,ATP binding,molecular_function
PALES_51411,carB,conditionally essential,0,4,4,carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit,GO:0006807,nitrogen compound metabolic process,biological_process
PALES_51411,carB,conditionally essential,0,4,4,carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit,GO:0046872,metal ion binding,molecular_function
PALES_51411,carB,conditionally essential,0,4,4,carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit,GO:0071230,cellular response to amino acid stimulus,biological_process
PALES_51411,carB,conditionally essential,0,4,4,carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit,GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,molecular_function
PALES_51411,carB,conditionally essential,0,4,4,carbamoyl phosphate synthase large subunit,carbamoyl phosphate synthase large subunit,GO:0006536,glutamate metabolic process,biological_process
PALES_51531,smpB,conditionally essential,0,4,4,SsrA-binding protein,SsrA-binding protein,GO:0003723,RNA binding,molecular_function
PALES_52171,PALES_52171,conditionally essential,0,4,4,putative short-chain dehydrogenase,putative short-chain dehydrogenase,GO:0016491,oxidoreductase activity,molecular_function
PALES_52351,prmA,conditionally essential,0,4,4,ribosomal protein L11 methyltransferase,ribosomal protein L11 methyltransferase,GO:0006479,protein methylation,biological_process
PALES_52351,prmA,conditionally essential,0,4,4,ribosomal protein L11 methyltransferase,ribosomal protein L11 methyltransferase,GO:0008276,protein methyltransferase activity,molecular_function
PALES_52421,PALES_52421,conditionally essential,0,4,4,"putative membrane protein, MarC family","putative membrane protein, MarC family",GO:0016021,integral component of membrane,cellular_component
PALES_52681,PALES_52681,conditionally essential,0,4,4,"putative oxidoreductase, molybdopterin-binding","putative oxidoreductase, molybdopterin-binding",GO:0042128,nitrate assimilation,biological_process
PALES_53221,PALES_53221,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0006396,RNA processing,biological_process
PALES_53221,PALES_53221,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0008173,RNA methyltransferase activity,molecular_function
PALES_53221,PALES_53221,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0003723,RNA binding,molecular_function
PALES_53221,PALES_53221,conditionally essential,0,4,4,putative rRNA methylase,putative rRNA methylase,GO:0008168,methyltransferase activity,molecular_function
PALES_53401,motA,conditionally essential,0,4,4,flagellar motor protein MotA,flagellar motor protein MotA,GO:0071973,bacterial-type flagellum-dependent cell motility,biological_process
PALES_53401,motA,conditionally essential,0,4,4,flagellar motor protein MotA,flagellar motor protein MotA,GO:0071978,bacterial-type flagellum-dependent swarming motility,biological_process
PALES_53621,PALES_53621,conditionally essential,0,4,4,putative outer membrane protein precursor,putative outer membrane protein precursor,GO:0015562,efflux transmembrane transporter activity,molecular_function
PALES_53621,PALES_53621,conditionally essential,0,4,4,putative outer membrane protein precursor,putative outer membrane protein precursor,GO:0055085,transmembrane transport,biological_process
PALES_53621,PALES_53621,conditionally essential,0,4,4,putative outer membrane protein precursor,putative outer membrane protein precursor,GO:0019867,outer membrane,cellular_component
PALES_53711,PALES_53711,conditionally essential,0,4,4,putative two-component response regulator,putative two-component response regulator,GO:0000160,phosphorelay signal transduction system,biological_process
PALES_53711,PALES_53711,conditionally essential,0,4,4,putative two-component response regulator,putative two-component response regulator,GO:0003677,DNA binding,molecular_function
PALES_53711,PALES_53711,conditionally essential,0,4,4,putative two-component response regulator,putative two-component response regulator,GO:0006355,"regulation of transcription, DNA-templated",biological_process
PALES_53751,PALES_53751,conditionally essential,0,4,4,putative transcriptional regulator,putative transcriptional regulator,GO:0003677,DNA binding,molecular_function
PALES_53781,PALES_53781,conditionally essential,0,4,4,SMR multidrug efflux transporter,SMR multidrug efflux transporter,GO:0016021,integral component of membrane,cellular_component
PALES_53881,waaL,conditionally essential,0,4,4,"O-antigen ligase, WaaL","O-antigen ligase, WaaL",GO:0009243,O antigen biosynthetic process,biological_process
PALES_53881,waaL,conditionally essential,0,4,4,"O-antigen ligase, WaaL","O-antigen ligase, WaaL",GO:0044780,bacterial-type flagellum assembly,biological_process
PALES_53881,waaL,conditionally essential,0,4,4,"O-antigen ligase, WaaL","O-antigen ligase, WaaL",GO:0043107,type IV pilus-dependent motility,biological_process
PALES_53881,waaL,conditionally essential,0,4,4,"O-antigen ligase, WaaL","O-antigen ligase, WaaL",GO:0071977,bacterial-type flagellum-dependent swimming motility,biological_process
PALES_53881,waaL,conditionally essential,0,4,4,"O-antigen ligase, WaaL","O-antigen ligase, WaaL",GO:0008754,O antigen ligase activity,molecular_function
PALES_53881,waaL,conditionally essential,0,4,4,"O-antigen ligase, WaaL","O-antigen ligase, WaaL",GO:0009297,pilus assembly,biological_process
PALES_54151,metY,conditionally essential,0,4,4,O-acetylhomoserine aminocarboxypropyltransferase,O-acetylhomoserine aminocarboxypropyltransferase,GO:0019346,transsulfuration,biological_process
PALES_54151,metY,conditionally essential,0,4,4,O-acetylhomoserine aminocarboxypropyltransferase,O-acetylhomoserine aminocarboxypropyltransferase,GO:0030170,pyridoxal phosphate binding,molecular_function
PALES_54151,metY,conditionally essential,0,4,4,O-acetylhomoserine aminocarboxypropyltransferase,O-acetylhomoserine aminocarboxypropyltransferase,GO:0006520,cellular amino acid metabolic process,biological_process
PALES_54151,metY,conditionally essential,0,4,4,O-acetylhomoserine aminocarboxypropyltransferase,O-acetylhomoserine aminocarboxypropyltransferase,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function
PALES_54151,metY,conditionally essential,0,4,4,O-acetylhomoserine aminocarboxypropyltransferase,O-acetylhomoserine aminocarboxypropyltransferase,GO:0003824,catalytic activity,molecular_function
PALES_54281,aroB,conditionally essential,0,4,4,3-dehydroquinate synthase,3-dehydroquinate synthase,GO:0003856,3-dehydroquinate synthase activity,molecular_function
PALES_54281,aroB,conditionally essential,0,4,4,3-dehydroquinate synthase,3-dehydroquinate synthase,GO:0005737,cytoplasm,cellular_component
PALES_54281,aroB,conditionally essential,0,4,4,3-dehydroquinate synthase,3-dehydroquinate synthase,GO:0009073,aromatic amino acid family biosynthetic process,biological_process
PALES_54281,aroB,conditionally essential,0,4,4,3-dehydroquinate synthase,3-dehydroquinate synthase,GO:0016838,"carbon-oxygen lyase activity, acting on phosphates",molecular_function
PALES_54621,PALES_54621,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0004888,transmembrane signaling receptor activity,molecular_function
PALES_54621,PALES_54621,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0006935,chemotaxis,biological_process
PALES_54621,PALES_54621,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0007165,signal transduction,biological_process
PALES_54621,PALES_54621,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0016020,membrane,cellular_component
PALES_54621,PALES_54621,conditionally essential,0,4,4,putative chemotaxis transducer,putative chemotaxis transducer,GO:0016021,integral component of membrane,cellular_component
PALES_54641,PALES_54641,conditionally essential,0,4,4,putative ATP-binding component of ABC transporter,putative ATP-binding component of ABC transporter,GO:0005524,ATP binding,molecular_function
PALES_54641,PALES_54641,conditionally essential,0,4,4,putative ATP-binding component of ABC transporter,putative ATP-binding component of ABC transporter,GO:0016887,ATPase activity,molecular_function
PALES_54641,PALES_54641,conditionally essential,0,4,4,putative ATP-binding component of ABC transporter,putative ATP-binding component of ABC transporter,GO:0003333,amino acid transmembrane transport,biological_process
PALES_54641,PALES_54641,conditionally essential,0,4,4,putative ATP-binding component of ABC transporter,putative ATP-binding component of ABC transporter,GO:0015424,ATPase-coupled amino acid transmembrane transporter activity,molecular_function
PALES_54931,PALES_54931,conditionally essential,0,4,4,"putative ABC transporter, periplasmic substrate-binding protein","putative ABC transporter, periplasmic substrate-binding protein",GO:0022857,transmembrane transporter activity,molecular_function
PALES_54931,PALES_54931,conditionally essential,0,4,4,"putative ABC transporter, periplasmic substrate-binding protein","putative ABC transporter, periplasmic substrate-binding protein",GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
PALES_54931,PALES_54931,conditionally essential,0,4,4,"putative ABC transporter, periplasmic substrate-binding protein","putative ABC transporter, periplasmic substrate-binding protein",GO:0055085,transmembrane transport,biological_process
PALES_54961,PALES_54961,conditionally essential,0,4,4,N-formimino-L-glutamate deiminase,N-formimino-L-glutamate deiminase,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function
