"Gene"	"Essentiality"	"Control"	"Condition"	"Replicates"	"LESB_Locus"	"PAO1_Locus"	"PA14_Locus"	"LESB_Description"	"LESB_PGD_ID"	"PAO1_Locus_1"	"PAO1_Gene"	"PAO1_Description"	"PAO1_Accession"	"PAO1_PGD_ID"	"PA14_Locus_1"	"PA14_Gene"	"PA14_Description"	"PA14_Accession"	"PA14_PGD_ID"
"orf2"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf20"	"probably always essential"	3	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf21"	"always essential"	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf21a"	"probably always essential"	3	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf22"	"always essential"	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf23"	"inconsistent replicates"	2	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf29b"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf32"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf34"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf46e"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf48"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf49"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf6"	"inconsistent replicates"	0	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf7"	"inconsistent replicates"	0	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf8"	"inconsistent replicates"	2	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf91"	"probably always non-essential"	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf93"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orf94"	"always non-essential"	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"orfN"	"always non-essential"	0	0	4	"PALES_19171"	"PA3145"	"PA14_23460"	"putative group 4 glycosyl transferase"	"PGD247913"	"PA3145"	"wbpL"	"glycosyltransferase WbpL"	"NP_251835.1 ; WP_003113413.1"	"PGD109104"	"PA14_23460"	"orfN"	"group 4 glycosyl transferase"	"YP_790031.1 ; WP_003138482.1"	"PGD1654623"
"orn"	"inconsistent replicates"	1	4	4	"PALES_53371"	"PA4951"	"PA14_65410"	"oligoribonuclease"	"PGD254846"	"PA4951"	"orn"	"oligoribonuclease"	"NP_253638.1 ; WP_003095671.1"	"PGD112772"	"PA14_65410"	"orn"	"oligoribonuclease"	"YP_793419.1 ; WP_003095671.1"	"PGD1661502"
"oruR"	"always non-essential"	0	0	4	"PALES_45121"	"PA0831"	"PA14_53520"	"transcriptional regulator OruR"	"PGD253143"	"PA0831"	"oruR"	"transcriptional regulator OruR"	"NP_249522.1 ; WP_003114220.1"	"PGD104416"	"PA14_53520"	"oruR"	"transcriptional regulator OruR"	"YP_792447.1 ; WP_003114220.1"	"PGD1659510"
"osmC"	"inconsistent replicates"	2	4	4	"PALES_00601"	"PA0059"	"PA14_00710"	"osmotically inducible protein OsmC"	"PGD244160"	"PA0059"	"osmC"	"osmotically inducible protein OsmC"	"NP_248749.1 ; WP_003118563.1"	"PGD102851"	"PA14_00710"	"osmC"	"osmotically inducible protein OsmC"	"YP_788215.1 ; WP_003118563.1"	"PGD1650953"
"osmE"	"always non-essential"	0	0	4	"PALES_52621"	"PA4876"	"PA14_64480"	"DNA-binding transcriptional activator OsmE"	"PGD254692"	"PA4876"	"osmE"	"osmotically inducible lipoprotein OsmE"	"NP_253563.1 ; WP_003095488.1"	"PGD112618"	"PA14_64480"	"osmE"	"DNA-binding transcriptional activator OsmE"	"YP_793344.1 ; WP_003095488.1"	"PGD1661348"
"ostA"	"probably always essential"	3	4	4	"PALES_05921"	"PA0595"	"PA14_07770"	"organic solvent tolerance protein OstA precursor"	"PGD245230"	"PA0595"	"lptD"	"LPS-assembly protein LptD"	"NP_249286.1 ; WP_003113209.1"	"PGD103929"	"PA14_07770"	"ostA"	"organic solvent tolerance protein OstA"	"YP_788768.1 ; WP_003137369.1"	"PGD1652065"
"pabB"	"probably always non-essential"	0	1	4	"PALES_35711"	"PA1758"	"PA14_41820"	"para-aminobenzoate synthase component I"	"PGD251248"	"PA1758"	"pabB"	"para-aminobenzoate synthase component I"	"NP_250449.1 ; WP_009314634.1"	"PGD106286"	"PA14_41820"	"pabB"	"para-aminobenzoate synthase component I"	"YP_791487.1 ; WP_003140013.1"	"PGD1657578"
"pabC"	"always essential"	4	4	4	"PALES_20991"	"PA2964"	"PA14_25710"	"4-amino-4-deoxychorismate lyase"	"PGD248293"	"PA2964"	"pabC"	"4-amino-4-deoxychorismate lyase"	"NP_251654.1 ; WP_003113994.1"	"PGD108724"	"PA14_25710"	"pabC"	"4-amino-4-deoxychorismate lyase"	"YP_790209.1 ; WP_003091129.1"	"PGD1654993"
"pagL"	"inconsistent replicates"	0	3	4	"PALES_50471"	"PA4661"	"PA14_61650"	"Lipid A 3-O-deacylase"	"PGD254234"	"PA4661"	"pagL"	"Lipid A 3-O-deacylase"	"NP_253350.1 ; WP_003099307.1"	"PGD112169"	"PA14_61650"	"pagL"	"Lipid A 3-O-deacylase"	"YP_793123.1 ; WP_003099307.1"	"PGD1660886"
"panB"	"probably always essential"	3	4	4	"PALES_37291"	"PA1598"	"PA14_43830"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"PGD251561"	"PA1598"	"PA1598"	"conserved hypothetical protein"	"NP_250289.1 ; WP_003087450.1"	"PGD105966"	"PA14_43830"	"panB"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"YP_791653.1 ; WP_003087450.1"	"PGD1657910"
"panB"	"probably always essential"	3	4	4	"PALES_51141"	"PA4729"	"PA14_62580"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"PGD254389"	"PA4729"	"panB"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"NP_253417.1 ; WP_003113913.1"	"PGD112318"	"PA14_62580"	"panB"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"YP_793193.1 ; WP_003095147.1"	"PGD1661040"
"panC"	"always essential"	4	4	4	"PALES_51151"	"PA4730"	"PA14_62590"	"pantoate--beta-alanine ligase"	"PGD254391"	"PA4730"	"panC"	"pantoate--beta-alanine ligase"	"NP_253418.1 ; WP_003109313.1"	"PGD112320"	"PA14_62590"	"panC"	"pantoate--beta-alanine ligase"	"YP_793194.1 ; WP_003109313.1"	"PGD1661042"
"panD"	"probably always non-essential"	0	1	4	"PALES_51161"	"PA4731"	"PA14_62600"	"aspartate alpha-decarboxylase"	"PGD254393"	"PA4731"	"panD"	"aspartate 1-decarboxylase precursor"	"NP_253419.1 ; WP_003113912.1"	"PGD112322"	"PA14_62600"	"panD"	"aspartate alpha-decarboxylase"	"YP_793195.1 ; WP_003095150.1"	"PGD1661044"
"panE"	"always essential"	4	4	4	"PALES_47761"	"PA4397"	"PA14_57160"	"2-dehydropantoate 2-reductase"	"PGD253679"	"PA4397"	"panE"	"ketopantoate reductase"	"NP_253087.1 ; WP_003106518.1"	"PGD111632"	"PA14_57160"	"apbA"	"2-dehydropantoate 2-reductase"	"YP_792743.1 ; WP_003141264.1"	"PGD1660114"
"panE2"	"probably always non-essential"	0	1	4	"PALES_35571"	"PA1772"	"PA14_41640"	"ribonuclease activity regulator protein RraA"	"PGD251220"	"PA1772"	"PA1772"	"probable methyltransferase"	"NP_250463.1 ; WP_003087823.1"	"PGD106314"	"PA14_41640"	"PA14_41640"	"ribonuclease activity regulator protein RraA"	"YP_791473.1 ; WP_003087823.1"	"PGD1657550"
"panE2"	"probably always non-essential"	0	1	4	"PALES_35771"	"PA1752"	"PA14_41900"	"2-dehydropantoate 2-reductase"	"PGD251260"	"PA1752"	"PA1752"	"hypothetical protein"	"NP_250443.1 ; WP_003113573.1"	"PGD106274"	"PA14_41900"	"panE"	"2-dehydropantoate 2-reductase"	"YP_791493.1 ; WP_003140019.1"	"PGD1657590"
"parC"	"probably always essential"	4	3	4	"PALES_53501"	"PA4964"	"PA14_65605"	"DNA topoisomerase IV subunit A"	"PGD254872"	"PA4964"	"parC"	"topoisomerase IV subunit A"	"NP_253651.1 ; WP_003095687.1"	"PGD112798"	"PA14_65605"	"parC"	"DNA topoisomerase IV subunit A"	"YP_793432.1 ; WP_003095687.1"	"PGD1661528"
"parE"	"always essential"	4	4	4	"PALES_53531"	"PA4967"	"PA14_65660"	"DNA topoisomerase IV subunit B"	"PGD254878"	"PA4967"	"parE"	"topoisomerase IV subunit B"	"NP_253654.1 ; WP_003102062.1"	"PGD112804"	"PA14_65660"	"parE"	"DNA topoisomerase IV subunit B"	"YP_793435.1 ; WP_003095690.1"	"PGD1661534"
"pasP"	"inconsistent replicates"	1	3	4	"PALES_04211"	"PA0423"	"PA14_05510"	"hypothetical protein"	"PGD244884"	"PA0423"	"pasP"	"PasP"	"NP_249114.1 ; WP_003084626.1"	"PGD103583"	"PA14_05510"	"PA14_05510"	"hypothetical protein"	"YP_788597.1 ; WP_003084626.1"	"PGD1651719"
"pauA"	"probably always non-essential"	0	1	4	"PALES_43081"	"PA1017"	"PA14_51170"	"pimeloyl-CoA synthetase"	"PGD252721"	"PA1017"	"pauA"	"pimeloyl-CoA synthetase"	"NP_249708.1 ; WP_003112541.1"	"PGD104800"	"PA14_51170"	"pauA"	"pimeloyl-CoA synthetase"	"YP_792253.1 ; WP_003140644.1"	"PGD1659110"
"pbpA"	"always essential"	4	4	4	"PALES_09731"	"PA4003"	"PA14_12060"	"penicillin-binding protein 2"	"PGD246013"	"PA4003"	"pbpA"	"penicillin-binding protein 2"	"NP_252692.1 ; WP_003093191.1"	"PGD110826"	"PA14_12060"	"pbpA"	"penicillin-binding protein 2"	"YP_789116.1 ; WP_003093191.1"	"PGD1652779"
"pbpC"	"inconsistent replicates"	1	2	4	"PALES_30321"	"PA2272"	"PA14_35190"	"penicillin-binding protein 3A"	"PGD250161"	"PA2272"	"pbpC"	"penicillin-binding protein 3A"	"NP_250962.1 ; WP_003113747.1"	"PGD107324"	"PA14_35190"	"pbpC"	"penicillin-binding protein 3A"	"YP_790964.1 ; WP_003110751.1"	"PGD1656524"
"pbpG"	"inconsistent replicates"	1	4	4	"PALES_44471"	"PA0869"	"PA14_53020"	"D-alanyl-D-alanine endopeptidase"	"PGD253011"	"PA0869"	"pbpG"	"D-alanyl-D-alanine-endopeptidase"	"NP_249560.1 ; WP_003114239.1"	"PGD104492"	"PA14_53020"	"pbpG"	"D-alanyl-D-alanine endopeptidase"	"YP_792407.1 ; WP_003114239.1"	"PGD1659430"
"pcaB"	"probably always essential"	3	4	4	"PALES_02271"	"PA0230"	"PA14_02830"	"3-carboxy-cis,cis-muconate cycloisomerase"	"PGD244494"	"PA0230"	"pcaB"	"3-carboxy-cis,cis-muconate cycloisomerase"	"NP_248921.1 ; WP_003112675.1"	"PGD103195"	"PA14_02830"	"pcaB"	"3-carboxy-cis,cis-muconate cycloisomerase"	"YP_788381.1 ; WP_003137105.1"	"PGD1651285"
"pcaC"	"inconsistent replicates"	2	3	4	"PALES_02291"	"PA0232"	"PA14_02850"	"gamma-carboxymuconolactone decarboxylase"	"PGD244498"	"PA0232"	"pcaC"	"gamma-carboxymuconolactone decarboxylase"	"NP_248923.1 ; WP_003112676.1"	"PGD103199"	"PA14_02850"	"pcaC"	"gamma-carboxymuconolactone decarboxylase"	"YP_788383.1 ; WP_003137108.1"	"PGD1651289"
"pcaD"	"inconsistent replicates"	0	2	4	"PALES_02281"	"PA0231"	"PA14_02840"	"beta-ketoadipate enol-lactone hydrolase"	"PGD244496"	"PA0231"	"pcaD"	"beta-ketoadipate enol-lactone hydrolase"	"NP_248922.1 ; WP_003084070.1"	"PGD103197"	"PA14_02840"	"pcaD"	"beta-ketoadipate enol-lactone hydrolase"	"YP_788382.1 ; WP_003110231.1"	"PGD1651287"
"pcaF"	"always essential"	4	4	4	"PALES_02251"	"PA0228"	"PA14_02790"	"beta-ketoadipyl CoA thiolase"	"PGD244490"	"PA0228"	"pcaF"	"beta-ketoadipyl CoA thiolase PcaF"	"NP_248919.1 ; WP_003101891.1"	"PGD103191"	"PA14_02790"	"pcaF"	"beta-ketoadipyl CoA thiolase"	"YP_788379.1 ; WP_003110233.1"	"PGD1651281"
"pcaG"	"inconsistent replicates"	0	2	4	"PALES_01551"	"PA0154"	"PA14_01910"	"protocatechuate 3,4-dioxygenase, alpha subunit"	"PGD244350"	"PA0154"	"pcaG"	"protocatechuate 3,4-dioxygenase, alpha subunit"	"NP_248844.1 ; WP_003112645.1"	"PGD103041"	"PA14_01910"	"pcaG"	"protocatechuate 3,4-dioxygenase subunit alpha"	"YP_788312.1 ; WP_003137038.1"	"PGD1651147"
"pcaH"	"probably always non-essential"	0	1	4	"PALES_01541"	"PA0153"	"PA14_01900"	"protocatechuate 3,4-dioxygenase, beta subunit"	"PGD244348"	"PA0153"	"pcaH"	"protocatechuate 3,4-dioxygenase, beta subunit"	"NP_248843.1 ; WP_003102187.1"	"PGD103039"	"PA14_01900"	"pcaH"	"protocatechuate 3,4-dioxygenase subunit beta"	"YP_788311.1 ; WP_003102187.1"	"PGD1651145"
"pcaK"	"inconsistent replicates"	0	2	4	"PALES_02321"	"PA0235"	"PA14_02900"	"4-hydroxybenzoate transporter PcaK"	"PGD244504"	"PA0235"	"pcaK"	"4-hydroxybenzoate transporter PcaK"	"NP_248926.1 ; WP_003101875.1"	"PGD103205"	"PA14_02900"	"pcaK"	"4-hydroxybenzoate transporter PcaK"	"YP_788386.1 ; WP_003137113.1"	"PGD1651295"
"pcaQ"	"inconsistent replicates"	1	3	4	"PALES_01531"	"PA0152"	"PA14_01890"	"transcriptional regulator PcaQ"	"PGD244346"	"PA0152"	"pcaQ"	"transcriptional regulator PcaQ"	"NP_248842.1 ; WP_003118580.1"	"PGD103037"	"PA14_01890"	"pcaQ"	"transcriptional regulator PcaQ"	"YP_788310.1 ; WP_003137037.1"	"PGD1651143"
"pcaR"	"inconsistent replicates"	0	3	4	"PALES_01561"	"PA0155"	"PA14_01930"	"transcriptional regulator PcaR"	"PGD244352"	"PA0155"	"pcaR"	"transcriptional regulator PcaR"	"NP_248845.1 ; WP_003083866.1"	"PGD103043"	"PA14_01930"	"pcaR"	"transcriptional regulator PcaR"	"YP_788313.1 ; WP_003137039.1"	"PGD1651149"
"pcaT"	"always non-essential"	0	0	4	"PALES_02261"	"PA0229"	"PA14_02810"	"dicarboxylic acid transporter PcaT"	"PGD244492"	"PA0229"	"pcaT"	"dicarboxylic acid transporter PcaT"	"NP_248920.1 ; WP_003101889.1"	"PGD103193"	"PA14_02810"	"pcaT"	"dicarboxylic acid transporter PcaT"	"YP_788380.1 ; WP_003101889.1"	"PGD1651283"
"pchA"	"conditionally essential"	0	4	4	"PALES_06961"	"PA4231"	"PA14_09210"	"salicylate biosynthesis isochorismate synthase"	"PGD245460"	"PA4231"	"pchA"	"salicylate biosynthesis isochorismate synthase"	"NP_252921.1 ; WP_003114686.1"	"PGD111282"	"PA14_09210"	"pchA"	"salicylate biosynthesis isochorismate synthase"	"YP_788888.1 ; WP_003129314.1"	"PGD1652323"
"pchB"	"probably always non-essential"	0	1	4	"PALES_06971"	"PA4230"	"PA14_09220"	"isochorismate-pyruvate lyase"	"PGD245462"	"PA4230"	"pchB"	"salicylate biosynthesis protein PchB"	"NP_252920.1 ; WP_003106950.1"	"PGD111280"	"PA14_09220"	"pchB"	"isochorismate-pyruvate lyase"	"YP_788889.1 ; WP_003137464.1"	"PGD1652325"
"pchC"	"inconsistent replicates"	1	3	4	"PALES_06981"	"PA4229"	"PA14_09230"	"pyochelin biosynthetic protein PchC"	"PGD245464"	"PA4229"	"pchC"	"pyochelin biosynthetic protein PchC"	"NP_252919.1 ; WP_003114687.1"	"PGD111278"	"PA14_09230"	"pchC"	"pyochelin biosynthetic protein PchC"	"YP_788890.1 ; WP_003137465.1"	"PGD1652327"
"pchD"	"probably always non-essential"	0	1	4	"PALES_06991"	"PA4228"	"PA14_09240"	"pyochelin biosynthesis protein PchD"	"PGD245466"	"PA4228"	"pchD"	"pyochelin biosynthesis protein PchD"	"NP_252918.1 ; WP_003114688.1"	"PGD111276"	"PA14_09240"	"pchD"	"pyochelin biosynthesis protein PchD"	"YP_788891.1 ; WP_003137468.1"	"PGD1652329"
"pchE"	"probably always non-essential"	1	1	4	"PALES_07011"	"PA4226"	"PA14_09270"	"dihydroaeruginoic acid synthetase"	"PGD245470"	"PA4226"	"pchE"	"dihydroaeruginoic acid synthetase"	"NP_252916.1 ; WP_003148110.1"	"PGD111272"	"PA14_09270"	"pchE"	"dihydroaeruginoic acid synthetase"	"YP_788893.1 ; WP_003137469.1"	"PGD1652333"
"pchF"	"conditionally essential"	0	4	4	"PALES_07021"	"PA4225"	"PA14_09280"	"pyochelin synthetase"	"PGD245472"	"PA4225"	"pchF"	"pyochelin synthetase"	"NP_252915.1 ; WP_003148107.1"	"PGD111270"	"PA14_09280"	"pchF"	"pyochelin synthetase"	"YP_788894.1 ;"	"PGD1652335"
"pchG"	"inconsistent replicates"	1	2	4	"PALES_07031"	"PA4224"	"PA14_09290"	"pyochelin biosynthetic protein PchG"	"PGD245474"	"PA4224"	"pchG"	"pyochelin biosynthetic protein PchG"	"NP_252914.1 ; WP_003115080.1"	"PGD111268"	"PA14_09290"	"pchG"	"pyochelin biosynthetic protein PchG"	"YP_788895.1 ; WP_003137472.1"	"PGD1652337"
"pchP"	"always non-essential"	0	0	4	"PALES_56871"	"PA5292"	"PA14_69870"	"phosphorylcholine phosphatase"	"PGD255550"	"PA5292"	"pchP"	"phosphorylcholine phosphatase"	"NP_253979.1 ; WP_003110458.1"	"PGD113458"	"PA14_69870"	"pchP"	"phosphorylcholine phosphatase"	"YP_793766.1 ; WP_003110458.1"	"PGD1662202"
"pchR"	"inconsistent replicates"	2	3	4	"PALES_07001"	"PA4227"	"PA14_09260"	"transcriptional regulator PchR"	"PGD245468"	"PA4227"	"pchR"	"transcriptional regulator PchR"	"NP_252917.1 ; WP_003106955.1"	"PGD111274"	"PA14_09260"	"pchR"	"transcriptional regulator PchR"	"YP_788892.1 ; WP_003106955.1"	"PGD1652331"
"pckA"	"inconsistent replicates"	2	4	4	"PALES_55861"	"PA5192"	"PA14_68580"	"phosphoenolpyruvate carboxykinase"	"PGD255348"	"PA5192"	"pckA"	"phosphoenolpyruvate carboxykinase"	"NP_253879.1 ; WP_003100068.1"	"PGD113258"	"PA14_68580"	"pckA"	"phosphoenolpyruvate carboxykinase"	"YP_793664.1 ; WP_003141918.1"	"PGD1661998"
"pcm"	"inconsistent replicates"	0	3	4	"PALES_14111"	"PA3624"	"PA14_17460"	"protein-L-isoaspartate O-methyltransferase"	"PGD246889"	"PA3624"	"pcm"	"L-isoaspartate protein carboxylmethyltransferase type II"	"NP_252314.1 ; WP_003098558.1"	"PGD110067"	"PA14_17460"	"pcm"	"protein-L-isoaspartate O-methyltransferase"	"YP_789540.1 ; WP_003098558.1"	"PGD1653635"
"pcnB"	"inconsistent replicates"	0	2	4	"PALES_51121"	"PA4727"	"PA14_62560"	"poly(A) polymerase"	"PGD254385"	"PA4727"	"pcnB"	"poly(A) polymerase"	"NP_253415.1 ; WP_003095142.1"	"PGD112314"	"PA14_62560"	"pcnB"	"poly(A) polymerase"	"YP_793191.1 ; WP_003135224.1"	"PGD1661036"
"pcoA"	"inconsistent replicates"	0	2	4	"PALES_32571"	"PA2065"	"PA14_37790"	"copper resistance protein A precursor"	"PGD250611"	"PA2065"	"pcoA"	"copper resistance protein A precursor"	"NP_250755.1 ; WP_003114867.1"	"PGD106910"	"PA14_37790"	"pcoA"	"copper resistance protein A"	"YP_791173.1 ; WP_003139647.1"	"PGD1656942"
"pcpS"	"always essential"	4	4	4	"PALES_41561"	"PA1165"	"PA14_49340"	"PcpS"	"PGD252415"	"PA1165"	"pcpS"	"PcpS"	"NP_249856.1 ; WP_003112468.1"	"PGD105098"	"PA14_49340"	"pcpS"	"protein Pcprotein PS"	"YP_792101.1 ; WP_003082383.1"	"PGD1658806"
"pcrD"	"probably always non-essential"	1	1	4	"PALES_36241"	"PA1703"	"PA14_42500"	"type III secretory apparatus protein PcrD"	"PGD251353"	"PA1703"	"pcrD"	"type III secretory apparatus protein PcrD"	"NP_250394.1 ; WP_003100792.1"	"PGD106176"	"PA14_42500"	"pcrD"	"type III secretory apparatus protein PcrD"	"YP_791542.1 ; WP_003087696.1"	"PGD1657688"
"pcrG"	"probably always essential"	3	4	4	"PALES_36221"	"PA1705"	"PA14_42480"	"regulator in type III secretion"	"PGD251349"	"PA1705"	"pcrG"	"regulator in type III secretion"	"NP_250396 ; WP_025981531.1"	"PGD106180"	"PA14_42480"	"pcrG"	"regulator in type III secretion"	"YP_791540.1 ; WP_003109501.1"	"PGD1657684"
"pcrR"	"always essential"	4	4	4	"PALES_36231"	"PA1704"	"PA14_42490"	"transcriptional regulator protein PcrR"	"PGD251351"	"PA1704"	"pcrR"	"transcriptional regulator protein PcrR"	"NP_250395.1 ; WP_003100791.1"	"PGD106178"	"PA14_42490"	"pcrR"	"transcriptional regulator protein PcrR"	"YP_791541.1 ; WP_003100791.1"	"PGD1657686"
"pcrV"	"inconsistent replicates"	0	2	4	"PALES_36211"	"PA1706"	"PA14_42470"	"type III secretion protein PcrV"	"PGD251347"	"PA1706"	"pcrV"	"type III secretion protein PcrV"	"NP_250397.1 ; WP_003100789.1"	"PGD106182"	"PA14_42470"	"pcrV"	"type III secretion protein PcrV"	"YP_791539.1 ; WP_003109502.1"	"PGD1657682"
"pcs"	"always non-essential"	0	0	4	"PALES_11171"	"PA3857"	"PA14_14110"	"phosphatidylcholine synthase"	"PGD246300"	"PA3857"	"pcs"	"phosphatidylcholine synthase"	"NP_252546.1 ; WP_003105024.1"	"PGD110534"	"PA14_14110"	"pcs"	"phosphatidylserine synthase"	"YP_789269.1 ; WP_003129573.1"	"PGD1653089"
"pctC"	"probably always non-essential"	1	1	4	"PALES_46881"	"PA4307"	"PA14_55960"	"chemotactic transducer PctC"	"PGD253503"	"PA4307"	"pctC"	"chemotactic transducer PctC"	"NP_252997.1 ; WP_003148124.1"	"PGD111452"	"PA14_55960"	"pctC"	"chemotactic transducer PctC"	"YP_792652.1 ; WP_011666748.1"	"PGD1659932"
"pdxA"	"inconsistent replicates"	0	2	4	"PALES_05901"	"PA0593"	"PA14_07740"	"4-hydroxythreonine-4-phosphate dehydrogenase"	"PGD245226"	"PA0593"	"pdxA"	"pyridoxal phosphate biosynthetic protein PdxA"	"NP_249284.1 ; WP_003109023.1"	"PGD103925"	"PA14_07740"	"pdxA"	"4-hydroxythreonine-4-phosphate dehydrogenase"	"YP_788766.1 ; WP_003137368.1"	"PGD1652061"
"pdxA"	"inconsistent replicates"	0	2	4	"PALES_31131"	"PA2212"	"PA14_36100"	"4-hydroxythreonine-4-phosphate dehydrogenase"	"PGD250323"	"PA2212"	"PA2212"	"conserved hypothetical protein"	"NP_250902.1 ; WP_003113700.1"	"PGD107204"	"PA14_36100"	"pdxA"	"4-hydroxythreonine-4-phosphate dehydrogenase"	"YP_791038.1 ; WP_003123450.1"	"PGD1656672"
"pdxB"	"inconsistent replicates"	0	2	4	"PALES_38101"	"PA1375"	"PA14_46470"	"erythronate-4-phosphate dehydrogenase"	"PGD251721"	"PA1375"	"pdxB"	"erythronate-4-phosphate dehydrogenase"	"NP_250066.1 ; WP_003112396.1"	"PGD105518"	"PA14_46470"	"pdxB"	"erythronate-4-phosphate dehydrogenase"	"YP_791864.1 ; WP_003140321.1"	"PGD1658332"
"pdxH"	"probably always essential"	4	3	4	"PALES_42741"	"PA1049"	"PA14_50800"	"pyridoxamine 5'-phosphate oxidase"	"PGD252651"	"PA1049"	"pdxH"	"pyridoxine 5'-phosphate oxidase"	"NP_249740.1 ; WP_003112518.1"	"PGD104864"	"PA14_50800"	"pdxH"	"pyridoxamine 5'-phosphate oxidase"	"YP_792221.1 ; WP_003086357.1"	"PGD1659046"
"pdxJ"	"inconsistent replicates"	1	4	4	"PALES_45701"	"PA0773"	"PA14_54290"	"pyridoxine 5'-phosphate synthase"	"PGD253257"	"PA0773"	"pdxJ"	"pyridoxal phosphate biosynthetic protein PdxJ"	"NP_249464.1 ; WP_003101974.1"	"PGD104296"	"PA14_54290"	"pdxJ"	"pyridoxine 5'-phosphate synthase"	"YP_792511.1 ; WP_003101974.1"	"PGD1659638"
"pdxY"	"probably always non-essential"	0	1	4	"PALES_59121"	"PA5516"	"PA14_72780"	"pyridoxamine kinase"	"PGD256009"	"PA5516"	"pdxY"	"pyridoxamine kinase"	"NP_254203.1 ; WP_003114134.1"	"PGD113916"	"PA14_72780"	"pdxY"	"pyridoxamine kinase"	"YP_793993.1 ; WP_003142148.1"	"PGD1662666"
"pelA"	"inconsistent replicates"	0	2	4	"PALES_19961"	"PA3064"	"PA14_24480"	"hypothetical protein"	"PGD248087"	"PA3064"	"pelA"	"PelA"	"NP_251754.1 ; WP_003113950.1"	"PGD108926"	"PA14_24480"	"pelA"	"hypothetical protein"	"YP_790107.1 ; WP_003138547.1"	"PGD1654787"
"pelB"	"inconsistent replicates"	2	2	4	"PALES_19971"	"PA3063"	"PA14_24490"	"hypothetical protein"	"PGD248089"	"PA3063"	"pelB"	"PelB"	"NP_251753.1 ; WP_003113951.1"	"PGD108924"	"PA14_24490"	"pelB"	"hypothetical protein"	"YP_790108.1 ; WP_003138549.1"	"PGD1654789"
"pelC"	"inconsistent replicates"	2	4	4	"PALES_19981"	"PA3062"	"PA14_24500"	"putative lipoprotein"	"PGD248091"	"PA3062"	"pelC"	"PelC"	"NP_251752.1 ; WP_003091288.1"	"PGD108922"	"PA14_24500"	"pelC"	"lipoprotein"	"YP_790109.1 ; WP_003091288.1"	"PGD1654791"
"pelD"	"inconsistent replicates"	1	3	4	"PALES_19991"	"PA3061"	"PA14_24510"	"hypothetical protein"	"PGD248093"	"PA3061"	"pelD"	"PelD"	"NP_251751.1 ; WP_003113952.1"	"PGD108920"	"PA14_24510"	"pelD"	"hypothetical protein"	"YP_790110.1 ; WP_003138550.1"	"PGD1654793"
"pelE"	"inconsistent replicates"	0	2	4	"PALES_20001"	"PA3060"	"PA14_24530"	"hypothetical protein"	"PGD248095"	"PA3060"	"pelE"	"PelE"	"NP_251750.1 ; WP_003113953.1"	"PGD108918"	"PA14_24530"	"pelE"	"hypothetical protein"	"YP_790111.1 ; WP_003138551.1"	"PGD1654795"
"pelF"	"probably always non-essential"	0	1	4	"PALES_20011"	"PA3059"	"PA14_24550"	"putative glycosyltransferase"	"PGD248097"	"PA3059"	"pelF"	"PelF"	"NP_251749.1 ; WP_003113954.1"	"PGD108916"	"PA14_24550"	"pelF"	"hypothetical protein"	"YP_790112.1 ; WP_003103472.1"	"PGD1654797"
